closeDay;nextTradingDay;indexSymbol;indexName;indexType;indexCurrency;indexClose;indexComponentCount;indexMcapUnits;indexDivisor;internalNumber;isin;sedol;ric;cusip;name;country;currency;currencyNextDay;exchange;icb5;sharesClose;freeFloatClose;capFactorCf;weightFactorWf;closeUnadjustedLocal;fxLocalToIndexCurrencyClose;mcapUnitsLocal;mcapUnitsIndexCurrency;indexComponentCountNextDay;indexDivisorNextDay;sharesNextDay;freeFloatNextDay;capFactorNextDaycf;weightFactorNextDayWf;adjustedLocal;adjustedMcapUnitsLocal;adjustedMcapUnitsIndexCurrency;weight
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR05UA;KR7056190002;6430140;056190.KQ;;SFA Engineering;KR;KRW;KRW;0;50204050;35908760;0.5003;1;17965153;41150;0.0008832;7.39266E+11;652919772;1483;943705910;35908760;0.5006;1;17975925;41150;7.39709E+11;653311266;0.000424758
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW06UP;TW0003576005;B284BT3;3576.TW;;UNITED RENEWABLE ENERGY;TW;TWD;TWD;0;60102020;2665577382;0.8716;1;2323317246;13.2;0.0359777;30667787647;1103356371;1483;943705910;2665577382;0.8716;1;2323317246;13.2;30667787647;1103356371;0.00071779
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;PK507L;PK0066301018;6544502;MGAS.PSX;;MARI GAS;PK;PKR;PKR;0;60101010;133402500;0.2161;1;28828280;1532.87;0.006396;44190005564;282639275;1483;943705910;133402500;0.2161;1;28828280;1532.87;44190005564;282639275;0.000183871
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;MY80B3;MYQ0128OO007;B18TLC4;FRKN.KL;;FRONTKEN CORPORATION;MY;MYR;MYR;0;50204000;1571952795;0.6464;1;1016110287;3;0.2416043;3048330861;736489844;1483;943705910;1571952795;0.6464;1;1016110287;3;3048330861;736489844;0.000479124
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TH90AT;TH8351010005;BF5BKP7;CPNREITu.BK;;CPN RETAIL GROWTH LEASE REIT;TH;THB;THB;0;35102045;2212476700;0.7618;1;1685464750;22.8;0.031794;38428596300;1221798791;1483;943705910;2568034000;0.7618;1;1956328301;22.8;44604285263;1418148646;0.000794843
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TH216J;TH0324B10Z01;B42GPD1;HANA.BK;;HANA MICROELECTRONICS;TH;THB;THB;0;10102010;804878860;0.7348;1;591424986;67.25;0.031794;39773330309;1264553264;1483;943705910;804878860;0.7348;1;591424986;67.25;39773330309;1264553264;0.000822657
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR04XC;KR7032350001;B15C6D2;032350.KS;;LOTTE TOURS;KR;KRW;KRW;0;40501015;69275662;0.5526;1;38281731;20850;0.0008832;7.98174E+11;704947357;1483;943705910;69275662;0.5527;1;38288658;20850;7.98319E+11;705074916;0.000458604
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW02PG;TW0003706008;BDRZRW9;3706.TW;;MITAC HOLDING;TW;TWD;TWD;0;10102030;1206556789;0.7595;1;916379881;28;0.0359777;25658636668;923138732;1483;943705910;1206556789;0.7595;1;916379881;28;25658636668;923138732;0.000600549
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TH204G;TH0420010Y01;BYYH5C1;BCP.BK;;BANGCHAK CORP;TH;THB;THB;0;60101020;1376923157;0.25;0.3206361;344230789;26.5;0.031794;2924879677;92993624;1483;943705910;1376923157;0.25;0.3206361;344230789;26.5;2924879677;92993624;6.04971E-05
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN10IO;INE133A01011;6124896;AKZO.BO;;Akzo Nobel;IN;INR;INR;0;50203010;45540314;0;1;0;2239.2;0.0135392;0;0;1483;943705910;45540314;0;1;0;2239.2;0;0;0
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;ZA218K;ZAE000127148;6515058;LBHJ.J;;LIBERTY HOLDINGS;ZA;ZAR;ZAR;0;30301010;286202373;0.3281;1;93902999;62.47;0.0700525;5866120348;410936398;1483;943705910;286202373;0.3238;1;92672328;62.47;5789240330;405550761;0.000267335
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW9097;TW0004968003;B43HJN1;4968.TW;;RICHWAVE TECHNOLOGY;TW;TWD;TWD;0;10102010;63192078;0.9448;1;59703875;511;0.0359777;30508680125;1097632141;1483;943705910;63192078;0.9448;1;59703875;511;30508680125;1097632141;0.000714066
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN617J;INE951I01027;BD0F6Q3;VGUA.BO;;V-GUARD INDUSTRIES;IN;INR;INR;0;50202010;429487630;0.4215;1;181029036;266.2;0.0135392;48189929383;652453085;1483;943705910;430188458;0.1781;1;76616564;266.2;20395329337;276136440;0.000424454
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR637R;KR7000250001;6510279;000250.KQ;;SAM CHUN DANG PHARM.;KR;KRW;KRW;0;20103015;22569369;0.6174;1;13934328;53600;0.0008832;7.4688E+11;659644399;1483;943705910;22768041;0.6209;1;14136677;53600;7.57726E+11;669223504;0.000429132
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TH80AS;TH3925010Z05;BGHGSV9;JMT.BK;;JMT NETWORK SERVICES;TH;THB;THB;0;50205020;996319093;0.4856;1;483812552;43.5;0.031794;21045846012;669131628;1483;943705910;996319093;0.4721;1;470362244;43.5;20460757614;650529328;0.000435304
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;CN8AIZ;KYG8972T1067;6345460;1083.HK;;TOWNGAS CHINA;CN;HKD;HKD;0;65102020;2968934833;0.3179;1;943824383;5.82;0.128815;5493057909;707588255;1483;943705910;2968934833;0.3179;1;943824383;5.82;5493057909;707588255;0.000460322
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN806J;INE149A01033;BF93XC7;CHOL.BO;;CHOLAMANDALAM FIN HOLDINGS;IN;INR;INR;0;30202000;187722982;0.24;1;45053516;617.8;0.0135392;27834062185;376850937;1483;943705910;187722982;0.24;1;45053516;617.8;27834062185;376850937;0.000245161
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR103F;KR7120110002;B5TVWD5;120110.KS;;Kolon Industry;KR;KRW;KRW;0;55201010;26978840;0.6796;1;18334820;66600;0.0008832;1.2211E+12;1078474647;1483;943705910;26978840;0.6797;1;18337518;66600;1.22128E+12;1078633347;0.000701603
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW5071;KYG3808R1011;BXNPSQ4;6456.TW;;GENERAL INTERFACE SOLUTION;TW;TWD;TWD;0;10102015;339439800;0.6481;1;219990934;108.5;0.0359777;23869016339;858752320;1483;943705910;339439800;0.6481;1;219990934;108.5;23869016339;858752320;0.000558662
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;ID80HK;ID1000122302;B7LLC71;FREN.JK;;SMARTFREN TELECOM;ID;IDR;IDR;0;15102015;2.63263E+11;0.2678;1;70501708415;119;0.0000696;8.3897E+12;583923350;1483;943705910;3.08075E+11;0.307;1;94579136508;119;1.12549E+13;783342240;0.000379872
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;BR05OV;BRBPANACNPR1;BPY3V40;BPAN4.SA;;BANCO PAN PN;BR;BRL;BRL;0;30101010;547495486;0.5111;1;279824943;24.12;0.1985996;6749377625;1340423710;1483;943705910;547495486;0.5111;1;279824943;24.12;6749377625;1340423710;0.000872014
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;487454;CS0008418869;4874546;TABK.PR;;PHILIP MORRIS;CZ;CZK;CZK;0;45103010;1913698;0.224;1;428668;14580;0.0463596;6249979440;289746547;1483;943705910;1913698;0.224;1;428668;14580;6249979440;289746547;0.000188495
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR12JX;KR7005290002;6219297;005290.KQ;;DONGJIN SEMICHEM;KR;KRW;KRW;0;55201020;51414494;0.6751;1;34709925;29050;0.0008832;1.00832E+12;890551157;1483;943705910;51414494;0.6752;1;34715066;29050;1.00847E+12;890683060;0.000579349
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;BR10Z2;BRPETZACNOR2;BN6KT07;PETZ3.SA;;PET CENTER COM. E PARTICIP. ON;BR;BRL;BRL;0;40401030;372855796;0.5682;1;211856663;24.65;0.1985996;5222266743;1037140078;1483;943705910;393991198;0.665;1;262004147;24.65;6458402224;1282636088;0.000674713
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;BR1148;BRSLCEACNOR2;B1Y4WK8;SLCE3.SA;;SLC AGRICOLA ON;BR;BRL;BRL;0;45102010;190595000;0.47;1;89579650;48.37;0.1985996;4332967671;860525650;1483;943705910;190595000;0.47;1;89579650;48.37;4332967671;860525650;0.000559816
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;B04QR1;PLCCC0000016;B04QR13;CCCP.WA;;CCC SA;PL;PLN;PLN;0;40401020;54868000;0.6888;1;37793078;113.05;0.2602684;4272507468;1111998682;1483;943705910;54868000;0.6888;1;37793078;113.05;4272507468;1111998682;0.000723412
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;MY50F4;MYL6963OO002;6113429;VSID.KL;;VS INDUSTRY;MY;MYR;MYR;0;50202025;3776558156;0.9287;1;3507289559;1.44;0.2416043;5050496965;1220221812;1483;943705910;3776558156;0.9288;1;3507667215;1.44;5051040790;1220353202;0.000793817
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR066N;KR7069620003;6562979;069620.KS;;Daewoong Pharma;KR;KRW;KRW;0;20103015;11586575;0.4631;1;5365743;153000;0.0008832;8.20959E+11;725070705;1483;943705910;11586575;0.4633;1;5368060;153000;8.21313E+11;725383801;0.000471696
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW306Y;KYG114741062;B5SG8Y4;3665.TW;;BIZLINK HOLDING;TW;TWD;TWD;0;10102030;130517407;0.934;1;121903258;245.5;0.0359777;29927249839;1076713623;1483;943705910;133636295;0.934;1;124816300;245.5;30642401650;1102443140;0.000700457
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;KR10W8;KR7034230003;6560939;034230.KQ;;Paradise;KR;KRW;KRW;0;40501020;90942672;0.6215;1;56520871;19450;0.0008832;1.09933E+12;970929087;1483;943705910;90942672;0.6216;1;56529965;19450;1.09951E+12;971085306;0.000631639
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;HK1AU6;KYG2122A1094;BJ6F4P4;1890.HK;;CHINA KEPEI EDUCATION GROUP;CN;HKD;HKD;0;40201010;2015248960;0.18;1;362744813;5.25;0.128815;1904410268;245316627;1483;943705910;2015248960;0.18;1;362744813;5.25;1904410268;245316627;0.000159591
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TH104F;TH1016010007;B2R7SH0;BLA.BK;;BANGKOK LIFE ASSURANCE;TH;THB;THB;0;30301010;1705498760;0.25;0.2874554;426374690;30.25;0.031794;3707552137;117877913;1483;943705910;1705498760;0.25;0.2874554;426374690;30.25;3707552137;117877913;7.66856E-05
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;BR1137;BRSIMHACNOR0;BMC4304;SIMH3.SA;;SIMPAR ON;BR;BRL;BRL;0;50205010;205961076;0.443;1;91240757;55.69;0.1985996;5081197757;1009123840;1483;943705910;205961076;0.443;1;91240757;55.69;5081197757;1009123840;0.000656487
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN0308;INE085A01013;6099938;CHMB.BO;;Chambal Fert;IN;INR;INR;0;55201015;416206055;0.24;1;99889453;310.9;0.0135392;31055630938;420468400;1483;943705910;416207852;0.24;1;99889884;310.9;31055764936;420470215;0.000273536
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;MX702S;MX41BB000000;BYSX0F3;BBAJIOO.MX;;BNC.DEL BAJIO IDBC. MTPL.;MX;MXN;MXN;0;30101010;1189931687;0.7824;1;931002552;34.95;0.0482882;32538539192;1571227498;1483;943705910;1189931687;0.7824;1;931002552;34.95;32538539192;1571227498;0.001022164
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;ZA209K;ZAE000044897;6588577;TKGJ.J;;TELKOM;ZA;ZAR;ZAR;0;15102015;511140239;0.4452;1;227559634;46.31;0.0700525;10538286651;738233331;1483;943705910;511140239;0.4452;1;227559634;46.31;10538286651;738233331;0.000480258
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;TW082Z;TW0006271000;B1L8PB5;6271.TW;;THEIL;TW;TWD;TWD;0;10102010;178848321;0.9471;1;169387245;207;0.0359777;35063159715;1261491841;1483;943705910;178848321;0.9471;1;169387245;207;35063159715;1261491841;0.000820665
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN30FN;INE148I01020;B98CG57;INBF.BO;;INDIABULLS HOUSING FIN;IN;INR;INR;0;30201025;462348926;0.7109;1;328683851;278.8;0.0135392;91637057659;1240692464;1483;943705910;462348902;0.7109;1;328683834;278.8;91637052919;1240692400;0.000807134
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;CN1S91;US83356Q1085;BJK28Z9;SY.OQ;;SO YOUNG INTERNATIONAL ADR 13:10;CN;USD;USD;0;20101025;91609930;0.43;1;39392270;9.2799998;1;365560258;365560258;1483;943705910;91609930;0.56;1;51301561;8.8999997;456583878;456583878;0.000237816
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN11KR;INE690A01010;6907484;TTKL.BO;;TTK Prestige Ltd;IN;INR;INR;0;40202025;13861402;0.24;1;3326736;8528.7;0.0135392;28372733323;384144111;1483;943705910;13861402;0.24;1;3326736;8528.7;28372733323;384144111;0.000249905
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;IN0BCS;INE112L01020;BHHLPD2;METP.BO;;METROPOLIS HEALTHCARE;IN;INR;INR;0;20102020;51106813;0.4997;1;25538074;2749.8;0.0135392;70224595885;950784850;1483;943705910;51116813;0.1642;1;8393381;2749.8;23080119074;312486348;0.000618534
6/18/2021;6/21/2021;;SAMCO V4 NEW NoChinaA;Gross Return;USD;1626.168196;1505;1.53716E+12;945264018;BR709I;BRIRBRACNOR4;BYZ6D56;IRBR3.SA;;IRB BRASIL RESSEGUROS ON;BR;BRL;BRL;0;30302010;1267890331;0.7271;1;921883060;6.1;0.1985996;5623486666;1116822239;1483;943705910;1267890331;0.7271;1;921883060;6.1;5623486666;1116822239;0.00072655
