,Date,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight
122012,2019-03-18,PL401F,PLPKPCR00011,PKP CARGO,PL,PLN,50206020.0,1.0,0.6699,335779654.0,0.00036142187141428373
119984,2019-03-18,MY22G4,MYL5005OO003,UNISEM (M),MY,MYR,10102010.0,1.0,0.2169,104213261.0,0.0003608176398522686
119962,2019-03-18,MY509Y,MYL5243OO000,VELESTO ENERGY,MY,MYR,60101030.0,1.0,0.3802,233618444.0,0.00036067242367648157
120903,2019-03-18,KR116J,KR7096530001,Seegene,KR,KRW,20103010.0,1.0,0.8188,432550278.0,0.0003589329050559283
120942,2019-03-18,KR02BO,KR7003540002,DAISHIN SECUR,KR,KRW,30202015.0,1.0,0.9221,473455117.0,0.0003578165133369066
119698,2019-03-18,TW603Y,KYG1991F1081,CAYMAN ENGLEY INDUSTRIAL,TW,TWD,40101025.0,1.0,0.3943,203233245.0,0.000357560757334389
120238,2019-03-18,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,0.443787,0.676,147443882.0,0.000356692857231758
120310,2019-03-18,IN81R5,INE600K01018,GALAXY SURFACTANTS,IN,INR,55201020.0,0.5783133,0.415,136588057.0,0.00035592115198875864
120053,2019-03-18,BR15X5,BRAALRACNOR6,CENTRO DE IMAGEM DIAGNOSTICOS ON,BR,BRL,20102020.0,1.0,0.46,222077860.0,0.0003558839642659967
120281,2019-03-18,IN60W7,INE477A01020,CANFIN HOMES,IN,INR,30201025.0,0.5199307,0.4616,147888176.0,0.00035533041226063964
121971,2019-03-18,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,0.8695,426336065.0,0.0003550460231880857
119797,2019-03-18,TW10TJ,TW0002905007,Mercuries Asst,TW,TWD,40401010.0,1.0,0.6021,294728339.0,0.00035485873464865934
122042,2019-03-18,EV063,RU000A0JNUD0,TERRITORIAL GNRT.CO.NO1,RU,RUB,65101015.0,1.0,0.19,98497659.0,0.0003546103768192888
120232,2019-03-18,IN169L,INE288A01013,MAHARASHTRA SCOOTERS,IN,INR,40101020.0,0.5454545,0.44,134894490.0,0.00035441993327739116
119949,2019-03-18,MY40C0,MYQ0078OO004,GD EXPRESS CARRIER,MY,MYR,50206040.0,1.0,0.2943,135451073.0,0.0003541829382100436
119861,2019-03-18,ID10PL,ID1000104201,SENTUL CITY,ID,IDR,35101010.0,1.0,0.31,133481787.0,0.0003532781799459977
119627,2019-03-18,TW11KB,TW0008926007,TCC,TW,TWD,65101010.0,1.0,0.6564,330552196.0,0.0003526175736599881
120518,2019-03-18,IN0BM2,INE686Y01026,FINE ORGANIC INDUSTRIES,IN,INR,55201020.0,0.8,0.3,138615430.0,0.00035256398175189556
119907,2019-03-18,MY802U,MYL8176OO009,ATA IMS,MY,MYR,50203015.0,1.0,0.2505,126825712.0,0.00035248665725121455
120187,2019-03-18,TH50Q5,TH1032010Z02,COL,TH,THB,10102035.0,0.449883,0.5557,118163624.0,0.0003524154487499597
119531,2019-03-18,TW10A0,TW0001718005,China Manmade,TW,TWD,55201020.0,1.0,0.8449,421500562.0,0.0003521762434751518
119728,2019-03-18,TW10E4,TW0006278005,Taiwan Surface,TW,TWD,10102030.0,1.0,1.0,477113038.0,0.00035216682190778446
120462,2019-03-18,IN60S3,INE255A01020,ESSEL PROPACK,IN,INR,50203030.0,0.4239543,0.4332,99615041.0,0.00035194936248301686
119792,2019-03-18,TW08FC,TW0008131004,FORMOSA ADVANCED TECHS.,TW,TWD,10102010.0,1.0,0.34,174151521.0,0.0003509131228958171
120760,2019-03-18,KR01CO,KR7000990002,DB HITEK,KR,KRW,10102010.0,1.0,0.8758,440996694.0,0.00035070238015039683
120503,2019-03-18,IN30HP,INE599M01018,JUST DIAL LIMITED,IN,INR,10101020.0,0.9033932,0.5903,329357655.0,0.0003498267361427507
120412,2019-03-18,IN027E,INE258A01016,BEML,IN,INR,50204020.0,0.5220796,0.4597,145062428.0,0.0003493436663192412
121158,2019-03-18,CN883I,KYG9463P1081,WASION HOLDINGS,CN,HKD,50202025.0,1.0,0.4,220119907.0,0.00034839679079603635
119569,2019-03-18,TW1998,TW0001808004,RUN LONG CONSTRUCTION,TW,TWD,35101010.0,1.0,0.8869,486153125.0,0.0003483229818345639
120803,2019-03-18,KR705N,KR7011690005,YUYANG D&U,KR,KRW,15101010.0,1.0,0.8697,343258728.0,0.00034827139109051716
121285,2019-03-18,CN0SC3,CNE100001NP4,CHINA MACHINERY ENGR.'H',CN,CNY,50101015.0,1.0,0.75,369673101.0,0.00034619520628396825
119823,2019-03-18,TW13G9,TW0002351004,SDI,TW,TWD,10102010.0,1.0,0.9488,416041046.0,0.00034485865113187435
121713,2019-03-18,MX11TE,MX01LA050010,LA COMER UBC,MX,MXN,45201010.0,1.0,0.42,198991853.0,0.0003446116761727374
122044,2019-03-18,EV062,RU000A0DKXV5,MECHEL OAO,RU,RUB,55102010.0,1.0,0.5483,259481930.0,0.0003434198923540764
120342,2019-03-18,IN80ZC,INE858B01011,SARASWATI INDL.SYND.,IN,INR,50204000.0,0.7054674,0.3402,140301551.0,0.00034334504913978144
119689,2019-03-18,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,1.0,1.0,477014437.0,0.0003424930071469023
119547,2019-03-18,TW03KC,TW0002392008,Cheng Uei,TW,TWD,10102015.0,1.0,0.6867,441236377.0,0.0003424054034364977
121283,2019-03-18,CN08V2,CNE100000353,HISENSE HOME APPLIANCES GROUP 'H',CN,CNY,40202020.0,1.0,0.73,470129810.0,0.0003411555830228923
119895,2019-03-18,ID112Z,ID1000100506,INTI AGRI RESOURCES,ID,IDR,45102010.0,1.0,0.82,363620441.0,0.00034096948488360196
120210,2019-03-18,TH606M,TH6927010004,TAOKAENOI FOOD & MKTG.,TH,THB,45102020.0,1.0,0.396,165574532.0,0.00034085861497536613
120625,2019-03-18,KR10LX,KR7091700005,Partron,KR,KRW,10102030.0,1.0,0.8579,469841183.0,0.0003403973859021369
120213,2019-03-18,TH805N,TH8170010004,PRIMA MARINE,TH,THB,50206030.0,1.0,0.2648,127448836.0,0.00033990687572334075
120223,2019-03-18,IN08S5,INE891D01026,Redington India,IN,INR,10101010.0,1.0,0.5798,322270488.0,0.00033969083632109324
120300,2019-03-18,IN81P3,INE559A01017,IFB INDUSTRIES,IN,INR,40202020.0,0.7915567,0.3032,133361880.0,0.00033967672187470223
119683,2019-03-18,TW014U,TW0001304004,USI Corp,TW,TWD,50203015.0,1.0,0.7685,358644692.0,0.00033926080798307576
119654,2019-03-18,TW01J9,TW0001532000,China Metal,TW,TWD,55102010.0,1.0,0.7425,361947716.0,0.00033877968266440335
121792,2019-03-18,CN1RLC,US98585M1080,YINTECH INV.HDG.ADR 1:20,CN,USD,30202015.0,1.0,0.3,143608830.0,0.0003387702049218799
120320,2019-03-18,IN702E,INE334L01012,UJJIVAN FINANCIAL SERVICES LTD,IN,INR,30201020.0,0.5510611,0.8529,281647687.0,0.00033772676960912344
121825,2019-03-18,EG00B5,EGS380P1C010,ALEXANDRIA MRL.OILS,EG,EGP,60101010.0,1.0,0.3043,145364902.0,0.00033742331456620614
121847,2019-03-18,764862,GRS470003013,PIRAEUS PORT AUTH.CR,GR,EUR,50206060.0,1.0,0.2586,122259292.0,0.0003366368629757761
120473,2019-03-18,IN20CJ,INE745G01035,MULTI CMOD.EX.OF INDIA,IN,INR,30202015.0,0.4001883,0.8496,199827516.0,0.0003352648318653729
120113,2019-03-18,B03MNY,TRAANHYT91O3,ANADOLU HAYAT EMEKLILIK,TR,TRY,30301010.0,1.0,0.1611,73522386.0,0.0003344585715102569
119575,2019-03-18,TW04LE,TW0002607009,Evergreen Intl,TW,TWD,50206060.0,1.0,0.5119,240151883.0,0.00033426332693094917
121742,2019-03-18,CN1O7V,US23703Q2030,DAQO NEW ENERGY ADR 1:5,CN,USD,55201020.0,1.0,0.92,397646171.0,0.00033418302092180405
120435,2019-03-18,IN07MY,INE870H01013,Network 18 Media,IN,INR,40301035.0,0.9227872,0.531,264863546.0,0.0003337273766848431
119542,2019-03-18,TW1820,TW0001215002,CHAROEN PKPH.ENTER.(TW.),TW,TWD,45102010.0,1.0,0.6875,312034895.0,0.00033266499691099
121046,2019-03-18,CN24QV,CNE000000QM7,SHANDONG CHENMING PAPER B,CN,HKD,55101015.0,1.0,0.7017,320135114.0,0.0003322188146060901
120384,2019-03-18,IN604F,INE442H01029,ASHOKA BUILDCON,IN,INR,50101010.0,0.3491925,0.6873,134619399.0,0.0003315835983385885
122005,2019-03-18,EW054,PLLWBGD00016,BOGDANKA,PL,PLN,60101040.0,1.0,0.34,142415459.0,0.0003310511408286152
119744,2019-03-18,TW8074,TW0009958009,CENTURY IOSTL.INDUSTRIAL,TW,TWD,55102010.0,1.0,0.7211,338306029.0,0.0003309993859730292
119589,2019-03-18,TW031T,TW0002349008,Ritek Corp,TW,TWD,50202040.0,1.0,1.0,506214400.0,0.0003307307100472322
120454,2019-03-18,IN10CI,INE950I01011,D B CORP,IN,INR,40301030.0,0.4050567,0.3965,81115616.0,0.0003306911335558014
120488,2019-03-18,IN607I,INE195J01029,PNC INFRATECH,IN,INR,50101015.0,0.4498594,0.5335,143046809.0,0.00033057676696109176
121080,2019-03-18,CN87KY,BMG6889V1072,PANDA GREEN ENERGY GP.,CN,HKD,65101010.0,1.0,0.7753,338835589.0,0.0003294275255650778
120079,2019-03-18,TR603T,TREPOHO00012,POLISAN HOLDING,TR,TRY,55201020.0,1.0,0.2524,124921168.0,0.00032939811679981885
120515,2019-03-18,IN03S0,INE126A01031,EID Parry,IN,INR,45102020.0,0.4049266,0.5927,130475225.0,0.0003292752959715929
121832,2019-03-18,EG20KG,EGS65571C019,MEDINET NASR HOUSING,EG,EGP,35101010.0,1.0,0.5747,267780936.0,0.0003291212541735103
119650,2019-03-18,TW1NAN,TW0004736004,TAIDOC TECHNOLOGY,TW,TWD,20102010.0,1.0,0.61,279089887.0,0.0003290442988622917
120208,2019-03-18,TH20YA,TH0278A10Z08,DYNASTY CERAMIC,TH,THB,50101035.0,0.6281407,0.5572,152873312.0,0.0003283986845886846
121840,2019-03-18,GR701F,GRS518003009,IPTO HOLDING,GR,EUR,65101015.0,1.0,0.4888,233738558.0,0.00032824533537695967
121831,2019-03-18,EG20TP,EGS65591C017,HELIOPOLIS HOUSING,EG,EGP,35101010.0,1.0,0.2775,128841064.0,0.00032795087972879727
120263,2019-03-18,IN126E,INE226H01026,SADBHAV ENGINEERING,IN,INR,50101010.0,0.8948137,0.5476,293045355.0,0.0003277969759307339
119626,2019-03-18,TW134X,TW0008016007,Sitronix,TW,TWD,10102010.0,1.0,1.0,547962087.0,0.0003274927639988355
121933,2019-03-18,ZA801I,ZAE000028320,CASHBUILD,ZA,ZAR,40401025.0,1.0,0.8034,361623483.0,0.00032745389384659685
120266,2019-03-18,IN188M,INE221J01015,SHARDA CROPCHEM,IN,INR,55201015.0,0.9230769,0.26,113167516.0,0.00032617565151114863
120271,2019-03-18,IN70V7,INE186A01019,GUJ.ALKALIES & CHEMS.,IN,INR,55201000.0,0.5752637,0.4172,131354264.0,0.00032591824588942055
121219,2019-03-18,CN88WB,BMG4512G1261,HI SUN TECHNOLOGY CHINA,CN,HKD,10101010.0,1.0,0.66,308176636.0,0.0003258602339258975
121784,2019-03-18,CN259F,CNE000000GG0,SHAI.BAOSIGHT SOFTWARE 'B',CN,USD,10101015.0,1.0,1.0,510681600.0,0.00032545980772150183
119963,2019-03-18,MY70D4,MYL5283OO006,ECO WORLD INTERNATIONAL,MY,MYR,35101010.0,1.0,0.2879,129619536.0,0.00032451562342574516
120340,2019-03-18,IN092G,INE036A01016,Reliance,IN,INR,65101015.0,0.4625169,0.5189,123676069.0,0.00032449939846881286
119613,2019-03-18,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,1.0,0.4536,279503768.0,0.0003244892597939865
120215,2019-03-18,TH50ET,TH0588010Z04,DHIPAYA INSURANCE,TH,THB,30302025.0,0.4506128,0.5548,106517692.0,0.00032359134568862044
120184,2019-03-18,TH218L,TH0363010Z02,PRECIOUS SHIPPING,TH,THB,50206030.0,0.8782944,0.479,182192543.0,0.0003233062818253586
119891,2019-03-18,ID20GD,ID1000108400,ALAM SUTERA REALTY,ID,IDR,35101010.0,1.0,0.5345,230032380.0,0.00032302832722698124
119550,2019-03-18,TW03LD,TW0002393006,Everlight Elec,TW,TWD,10102015.0,1.0,1.0,455665640.0,0.0003228018653987519
119838,2019-03-18,TW154Z,TW0005434005,TOPCO SCIENT,TW,TWD,10102010.0,1.0,0.8183,365658265.0,0.0003225139068144815
120095,2019-03-18,403329,TRAANACM91F7,ANADOLU CAM,TR,TRY,50203030.0,1.0,0.229,98999929.0,0.0003223027702481462
120151,2019-03-18,TH20P1,TH0815010002,POLYPLEX (THAILAND),TH,THB,55201020.0,1.0,0.3407,150001066.0,0.000322231718185727
121934,2019-03-18,ZA20EP,ZAE000072328,GRINDROD,ZA,ZAR,50206060.0,1.0,0.49,205812597.0,0.0003214517377838342
120295,2019-03-18,IN05Q0,INE069I01010,Indiabulls Real,IN,INR,35101010.0,1.0,0.7115,415760016.0,0.00032103288690319597
120355,2019-03-18,IN60KV,INE739E01017,CERA SANITARYWARE,IN,INR,50101020.0,0.6628614,0.5431,182668374.0,0.00032082446363446154
120192,2019-03-18,TH304H,TH0329C10Z05,U CITY PUBLIC CO,TH,THB,35101010.0,0.9169162,0.5344,203147103.0,0.00032056768677844223
120220,2019-03-18,IN06HS,INE614B01018,Karnataka Bank,IN,INR,30101010.0,0.49,1.0,259929485.0,0.000320331861432402
121740,2019-03-18,CN1RJA,US26853A1007,EHI CAR SERVICES CL.A SPN.ADR 1:2,CN,USD,40201040.0,1.0,0.68,311645084.0,0.00031984202227633337
121967,2019-03-18,ZA210C,ZAE000073441,MURRAY & ROBERTS,ZA,ZAR,50202010.0,1.0,0.36,150862853.0,0.000319614303759548
122026,2019-03-18,PL101C,PLGPW0000017,WARSAW STOCK EXCHANGE,PL,PLN,30202015.0,1.0,0.65,287664142.0,0.0003188754647951109
120420,2019-03-18,IN80CP,INE288B01029,DEEPAK NITRITE,IN,INR,55201015.0,0.3532009,0.6795,129643509.0,0.0003183057918735499
119660,2019-03-18,TW07TP,TW0006120009,Darwin Precisions Corp,TW,TWD,10102020.0,1.0,0.5196,237303045.0,0.0003181151582724818
120521,2019-03-18,IN18HV,INE896L01010,INDOSTAR CAPITAL FINANCE,IN,INR,30201020.0,0.6857143,0.35,111411286.0,0.00031733035376096914
119987,2019-03-18,MY20XJ,MYL5102OO008,GUAN CHONG,MY,MYR,45102020.0,1.0,0.4163,180959225.0,0.00031715369282169295
121092,2019-03-18,CN24NS,CNE000000ST8,LU THAI TEX.JOINT STK. 'B',CN,HKD,40204020.0,1.0,0.6721,295802593.0,0.00031658450689744407
121102,2019-03-18,CN8B7P,KYG9827V1068,XINGDA INTL.HOLDINGS,CN,HKD,55102015.0,1.0,0.64,287175550.0,0.0003163525179631762
119843,2019-03-18,TW08GD,TW0008163007,Darfon,TW,TWD,15101010.0,1.0,0.7152,310565477.0,0.0003157384123282059
119551,2019-03-18,TW14JD,TW0001773000,SHINY CHEMICAL INDL.,TW,TWD,55201000.0,1.0,0.5,225813120.0,0.00031566891979349133
121033,2019-03-18,CN8DM6,KYG204791043,CHAOWEI POWER HOLDINGS,CN,HKD,40101025.0,1.0,0.46,194118330.0,0.00031545809822251905
119573,2019-03-18,TW142W,TW0004532007,Rechi,TW,TWD,50204000.0,1.0,0.6815,300408102.0,0.0003152384426109636
119948,2019-03-18,MY236V,MYL4324OO009,HENGYUAN REFINING,MY,MYR,60101020.0,1.0,0.4898,225564332.0,0.0003150330240399279
120104,2019-03-18,486998,TRATSKBW91N0,T.S.K.B.,TR,TRY,30101010.0,1.0,0.5276,237888305.0,0.0003148727195456479
119745,2019-03-18,TW08PM,TW0009930008,CHC RESOURCES,TW,TWD,50101030.0,1.0,0.31,137736789.0,0.00031486375482055407
120333,2019-03-18,IN071D,INE271B01025,Mah Seamless,IN,INR,55102015.0,0.8233841,0.4858,185369042.0,0.0003148045564080107
121959,2019-03-18,ZA405I,ZAE000191516,ALEXANDER FORBES EQ.HDG.,ZA,ZAR,30202010.0,1.0,0.52,222314022.0,0.00031407645717776943
120166,2019-03-18,TH20HT,TH0699010003,SIAM FUTURE DEVELOPMENT,TH,THB,35101010.0,0.7833733,0.6255,207435204.0,0.0003140181816968753
119954,2019-03-18,MY232R,MYL3042OO008,PETRON MALAYSIA REFINING& MKTG,MY,MYR,60101020.0,1.0,0.266,117998443.0,0.0003138740396705502
120406,2019-03-18,IN18FT,INE766P01016,MAHINDRA LOGISTICS,IN,INR,50205010.0,0.4694156,0.32,79203369.0,0.00031343147991879267
121025,2019-03-18,HK15IP,KYG4642G1038,HUAYI TENCENT ENTM.,CN,HKD,40501030.0,1.0,0.5,184847800.0,0.0003131158788188182
119675,2019-03-18,TW703Z,KYG2346M1033,CONCRAFT HOLDING,TW,TWD,10102015.0,1.0,0.4764,228680255.0,0.00031182534284025803
119908,2019-03-18,MY50F4,MYL6963OO002,VS INDUSTRY,MY,MYR,50202025.0,1.0,0.852,371731478.0,0.0003107099356665531
119947,2019-03-18,MY50C1,MYL5254OO007,BOUSTEAD PLANTATIONS,MY,MYR,45102010.0,1.0,0.4258,188280639.0,0.00030878153259298176
119646,2019-03-18,TW04F8,TW0002547007,RADIUM LIFE,TW,TWD,35101010.0,1.0,0.8272,369668268.0,0.0003081773499518691
120063,2019-03-18,BR11Z3,BRFESAACNPR5,FERBASA PN,BR,BRL,55102010.0,1.0,0.71,248076364.0,0.00030719293676477065
120345,2019-03-18,IN10W2,INE224A01026,Greaves Cot,IN,INR,50204030.0,0.3242365,0.482,78484393.0,0.0003070847548818852
120102,2019-03-18,B03MVQ,TREKOZA00014,KOZA DAVETIYE,TR,TRY,40201030.0,1.0,0.4775,208882924.0,0.00030704815001054715
119746,2019-03-18,TW60KF,TW0004438007,QUANG VIET ENTERPRISE,TW,TWD,40204020.0,1.0,0.6707,294662608.0,0.0003069656399794948
120403,2019-03-18,IN81IW,INE317F01035,NESCO,IN,INR,50206015.0,0.4489598,0.3932,83992761.0,0.000306657981153309
119677,2019-03-18,TW03XP,TW0002455003,Visual Photonics,TW,TWD,10102010.0,1.0,0.9456,499774305.0,0.0003063247879954769
121211,2019-03-18,HK1AFR,KYG7215M1006,PRECISION TSUGAMI (CHINA) CORPORATION,CN,HKD,50204050.0,1.0,0.29,133562647.0,0.0003059898743257192
121264,2019-03-18,CN0PBZ,CNE100000239,BEIJING CAPITAL LAND 'H',CN,CNY,35101010.0,1.0,0.88,328411625.0,0.00030549912894179093
120411,2019-03-18,IN0A2H,INE040H01021,Suzlon Energy,IN,INR,60102020.0,0.518793,0.9445,270306377.0,0.0003049664601550144
120375,2019-03-18,IN80GT,INE385W01011,DISHMAN CARBOGEN AMCIS,IN,INR,20103010.0,0.6217617,0.386,118070982.0,0.00030430317472439876
120528,2019-03-18,IN826L,INE142Z01019,ORIENT ELECTRIC,IN,INR,50202010.0,0.3467206,0.6922,109588167.0,0.00030303358220480555
120512,2019-03-18,IN095J,INE614G01033,Reliance Power,IN,INR,65101015.0,0.9561753,0.251,108302028.0,0.00030274967672708734
121701,2019-03-18,MX11PA,MX01HC000001,HOTELES CITY EXPRESS,MX,MXN,40501025.0,1.0,1.0,397831430.0,0.0003022807952002889
119901,2019-03-18,ID10EA,ID1000101009,PACIFIC STRATEGIC FINL.,ID,IDR,30202010.0,1.0,0.4,176757736.0,0.0003014844832041722
120442,2019-03-18,IN18ES,INE348L01012,MAS FINANCIAL SERVICES,IN,INR,30201020.0,1.0,0.22,99060554.0,0.000301397128729128
119786,2019-03-18,TW17TQ,TW0001537009,Kung Long,TW,TWD,50202010.0,1.0,0.8171,359914044.0,0.00030077250677646583
120440,2019-03-18,IN10MS,INE613A01020,Rallis India Ltd,IN,INR,55201015.0,0.5902607,0.4066,108878751.0,0.0003003795857408336
120427,2019-03-18,IN81V9,INE684F01012,FIRSTSOURCE SOLUTIONS,IN,INR,50205020.0,0.5231037,0.4588,107869599.0,0.00030029902041737246
120398,2019-03-18,IN0229,INE119A01028,Balrampur Chi,IN,INR,45102035.0,0.7800312,0.7692,266757896.0,0.0003000865040491156
121172,2019-03-18,HK1AGS,KYG1069R1092,BESTWAY GLOBAL HOLDING,CN,HKD,40203050.0,1.0,0.26,119187465.0,0.0002994321890152122
119778,2019-03-18,TW12PH,TW0001310001,Twn Styrene Mono,TW,TWD,50203015.0,1.0,0.9199,385987497.0,0.0002988475719275994
121729,2019-03-18,CN24PU,CNE000000461,DAZHONG TRSP.(GROUP) 'B',CN,USD,40501015.0,1.0,0.8036,352009872.0,0.0002985039634177691
120386,2019-03-18,IN01GM,INE434A01013,ANDHRA BANK,IN,INR,30101010.0,1.0,0.1517,68167047.0,0.0002972884218713674
121841,2019-03-18,726829,GRS434003000,PUBLIC POWER,GR,EUR,65101015.0,1.0,0.4888,212653232.0,0.00029655268230608083
120381,2019-03-18,IN182G,INE475E01026,CAPLIN POINT LABS.,IN,INR,20103015.0,0.179351,1.0,81220059.0,0.0002961305857457366
121133,2019-03-18,CN8B0I,HK0000350550,CHINA POWER CLENDV.,CN,HKD,65101010.0,1.0,0.39,195137779.0,0.0002957733140232514
121084,2019-03-18,CN89CS,KYG312371035,ESSEX BIO-TECHNOLOGY,CN,HKD,20103010.0,1.0,0.49,238431291.0,0.00029535602275373367
121703,2019-03-18,MX10WG,MX01AX040009,AXTEL CPO,MX,MXN,15102015.0,0.49,1.0,190883999.0,0.0002950330024878721
119953,2019-03-18,MY50I7,MYL7155OO004,SKP RESOURCES BERHAD,MY,MYR,50203015.0,1.0,0.4863,202756466.0,0.0002941805519194481
120432,2019-03-18,IN11FM,INE258B01022,FDC Ltd,IN,INR,20103015.0,0.6894571,0.3481,109853725.0,0.0002941617633259879
119748,2019-03-18,TW7062,TW0004414008,ROO HSING,TW,TWD,40204020.0,1.0,0.5377,237199163.0,0.00029339564425066183
120478,2019-03-18,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,1.0,0.56,223579359.0,0.000292598921658219
120197,2019-03-18,TH301E,TH0136010Z02,UNIVENTURES,TH,THB,35101010.0,1.0,0.3399,126137855.0,0.00029244463911189735
119719,2019-03-18,TW05LF,TW0002913001,Taiwan Tea Corp,TW,TWD,45101020.0,1.0,0.9392,385163305.0,0.0002923619819468524
120362,2019-03-18,IN80HU,INE398A01010,VENKY'S (INDIA),IN,INR,45102010.0,0.5474453,0.4384,109838698.0,0.0002918263838280189
121152,2019-03-18,CN8CTC,KYG884931042,361 DEGREES INTL.,CN,HKD,40204020.0,1.0,0.36,143178886.0,0.00029153515487679763
120377,2019-03-18,IN097L,INE027A01015,RASHTRIYA CHEMS.& FERT.,IN,INR,55201000.0,0.96,0.25,110844527.0,0.00029134142731430116
119566,2019-03-18,TW12QI,TW0002367000,Unitech,TW,TWD,10102015.0,1.0,0.9403,412889493.0,0.00029102773363838427
121134,2019-03-18,CN89DT,BMG2345T1099,CONCORD NEW ENERGY GROUP,CN,HKD,50203000.0,1.0,0.76,346148958.0,0.0002903964960863883
120155,2019-03-18,TH205H,TH0438010Z02,ITALIAN-THAI DEVELOPMENT,TH,THB,50101010.0,0.4025157,0.795,114112306.0,0.0002895375442928053
120421,2019-03-18,IN80R4,INE665A01038,SWAN ENERGY,IN,INR,40204020.0,0.6161746,0.3895,87421670.0,0.00028912363934533933
120312,2019-03-18,IN0B5L,INE191B01025,WELSPUN,IN,INR,55102010.0,1.0,0.49,220250004.0,0.0002882484028967807
120181,2019-03-18,TH20JV,TH0747A10Z01,SC ASSET,TH,THB,35101010.0,1.0,0.4274,169126106.0,0.00028790496052671796
119682,2019-03-18,TW0470,TW0002504008,Taiwan Goldsun Building Mat.,TW,TWD,50101030.0,1.0,0.8681,343274880.0,0.00028696865088157246
119740,2019-03-18,TW072Y,TW0003703005,Continental Hold,TW,TWD,50101010.0,1.0,0.5172,212731994.0,0.00028650893474439944
120339,2019-03-18,IN713G,INE702C01019,APL APOLLO TUBES,IN,INR,55102010.0,0.7288187,0.3293,115290192.0,0.00028588949240394016
120387,2019-03-18,IN13S1,INE312H01016,INOX LEISURE,IN,INR,40301010.0,0.49,1.0,227774722.0,0.0002857907444578646
120419,2019-03-18,IN05X7,INE199G01027,Jagran Prakashan,IN,INR,40301030.0,0.666325,0.3902,126450031.0,0.00028568638414123846
119854,2019-03-18,ID2041,ID1000105604,GLOBAL MEDIACOM,ID,IDR,40301035.0,0.3850597,0.5194,78816331.0,0.00028529056398582847
120490,2019-03-18,IN061C,INE175A01038,Jain Irrigation,IN,INR,50204010.0,0.8533637,0.7031,265394587.0,0.00028480072126409845
119552,2019-03-18,TW02QH,TW0002323003,CMC Magnetics,TW,TWD,10102030.0,1.0,0.9246,368817430.0,0.00028399491225347456
120186,2019-03-18,TH00U4,TH0592010Z06,BEC World PCL,TH,THB,40301035.0,0.7210124,0.6796,205681725.0,0.0002832557297694506
120415,2019-03-18,IN305D,INE752H01013,CARE RATINGS,IN,INR,50205020.0,0.6800433,0.9015,261484876.0,0.00028241374323478326
121815,2019-03-18,EG00A4,EGS655L1C012,PALM HILLS DEVS.SAE,EG,EGP,35101010.0,1.0,0.5578,222956168.0,0.00028233087810966426
119599,2019-03-18,TW0492,TW0002515004,BES,TW,TWD,50101010.0,1.0,0.9025,357233166.0,0.00028201114211856375
