,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight,SEDOL
29978,2023-12-18,1927,AE23IB,AEE001901017,EMAAR DEVELOPMENT PJSC,AE,AED,35101010.0,1.0,0.2084,1620600843.0,0.0012130779026182567,BDG1977
29979,2023-12-18,1927,AE301S,AEE01110S227,SALIK COMPANY,AE,AED,50206060.0,1.0,0.249,1581397880.0,0.0011837330776183965,BJN5952
29980,2023-12-18,1927,AE20XN,AEN000401010,NATMARINE DREDGING CO,AE,AED,50101010.0,1.0,0.2489,1515194093.0,0.0011341771666572014,6625838
29981,2023-12-18,1927,BR00FH,BRBRFSACNOR8,BRF SA,BR,BRL,45102020.0,1.0,0.4243,2008329894.0,0.0015033070148656378,2036995
29982,2023-12-18,1927,IN10BH,INE811K01011,Prestge Ests,IN,INR,35101010.0,1.0,0.4387,2411615844.0,0.0018051810244309968,B4T3LF9
29983,2023-12-18,1927,AE303U,AEE01134E227,EMIRATES CENTRAL COOLING SYSTEMS,AE,AED,50101025.0,1.0,0.2,925761400.0,0.0006929656381999927,BPYSVC3
29984,2023-12-18,1927,EG8013,EGS39061C014,MISR FRETILIZERS,EG,EGP,55201015.0,1.0,0.1662,645131190.0,0.00048290385276494646,BWSW8F2
29985,2023-12-18,1927,IN104A,INE002L01015,Satluj Jal Vid,IN,INR,65101010.0,1.0,0.1815,800409514.0,0.0005991352520102436,B3Y50F6
29986,2023-12-18,1927,ZA00MV,ZAE000015228,HARMONY GOLD MNG.,ZA,ZAR,55103025.0,0.7448494,0.7524,2068137539.0,0.0015480751839496627,6410562
29987,2023-12-18,1927,MX024P,MX01PI000005,Promotora y Opr,MX,MXN,50101010.0,0.9881024,0.4959,1960725757.0,0.0014676736095657788,2393388
29988,2023-12-18,1927,TW117Y,TW0003036000,WT Microelectron,TW,TWD,10102010.0,1.0,0.5546,2020668029.0,0.0015125425517917535,6290991
29989,2023-12-18,1927,MX11M7,MX01Q0000008,QUALITAS CONTROLADORA,MX,MXN,30302025.0,1.0,0.4947,1933195724.0,0.0014470663916719328,BYMXF65
29990,2023-12-18,1927,IN11IP,INE342J01019,ZF COMMERCIAL VEHICLE CNTRL IN,IN,INR,40101025.0,1.0,0.25,885142068.0,0.0006625606101629224,B3DGKJ4
29991,2023-12-18,1927,IN616I,INE930H01031,KPR MILL,IN,INR,55101020.0,1.0,0.3589,1255335685.0,0.0009396638206251092,BMDP7V5
29992,2023-12-18,1927,IN047G,INE061F01013,Fortis Healthcar,IN,INR,20101010.0,1.0,0.6883,2453330522.0,0.0018364059582666235,B1XC098
29993,2023-12-18,1927,AE22B3,AEA003001012,AIR ARABIA,AE,AED,40501010.0,0.4878831,0.5612,932391402.0,0.0006979284326815915,B23DL40
29994,2023-12-18,1927,SA238F,SA121053DR18,SAUDI MOBILE TELECOM,SA,SAR,15102015.0,0.5803018,0.6295,1230394095.0,0.000920994145229189,B2QG180
29995,2023-12-18,1927,IN50Y8,INE823G01014,JK CEMENT,IN,INR,50101030.0,1.0,0.4455,1627966911.0,0.00121859166892202,B0CJ800
29996,2023-12-18,1927,MX802T,MX01GC2M0006,GCC,MX,MXN,50101030.0,1.0,0.4912,1907400361.0,0.0014277576365392436,2946663
