,Date,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight
121971,2019-03-18,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,0.8695,426336065.0,0.000352060164875326
119797,2019-03-18,TW10TJ,TW0002905007,Mercuries Asst,TW,TWD,40401010.0,1.0,0.6021,294728339.0,0.0003518744513909793
122042,2019-03-18,EV063,RU000A0JNUD0,TERRITORIAL GNRT.CO.NO1,RU,RUB,65101015.0,1.0,0.19,98497659.0,0.0003516281821958729
120232,2019-03-18,IN169L,INE288A01013,MAHARASHTRA SCOOTERS,IN,INR,40101020.0,0.5454545,0.44,134894490.0,0.0003514393402419259
119949,2019-03-18,MY40C0,MYQ0078OO004,GD EXPRESS CARRIER,MY,MYR,50206040.0,1.0,0.2943,135451073.0,0.0003512043382505339
119861,2019-03-18,ID10PL,ID1000104201,SENTUL CITY,ID,IDR,35101010.0,1.0,0.31,133481787.0,0.00035030718880283096
119627,2019-03-18,TW11KB,TW0008926007,TCC,TW,TWD,65101010.0,1.0,0.6564,330552196.0,0.0003496521380691772
119907,2019-03-18,MY802U,MYL8176OO009,ATA IMS,MY,MYR,50203015.0,1.0,0.2505,126825712.0,0.0003495223226383667
119531,2019-03-18,TW10A0,TW0001718005,China Manmade,TW,TWD,55201020.0,1.0,0.8449,421500562.0,0.00034921451937331696
119728,2019-03-18,TW10E4,TW0006278005,Taiwan Surface,TW,TWD,10102030.0,1.0,1.0,477113038.0,0.00034920517703924167
120462,2019-03-18,IN60S3,INE255A01020,ESSEL PROPACK,IN,INR,50203030.0,0.4239543,0.4332,99615041.0,0.0003489895464000081
119619,2019-03-18,TW1OP3,TW0006462005,EGIS TECHNOLOGY,TW,TWD,10101010.0,1.0,1.0,530296947.0,0.00034825431097126663
119792,2019-03-18,TW08FC,TW0008131004,FORMOSA ADVANCED TECHS.,TW,TWD,10102010.0,1.0,0.34,174151521.0,0.0003479620213579191
120760,2019-03-18,KR01CO,KR7000990002,DB HITEK,KR,KRW,10102010.0,1.0,0.8758,440996694.0,0.00034775305091224915
120503,2019-03-18,IN30HP,INE599M01018,JUST DIAL LIMITED,IN,INR,10101020.0,0.9033932,0.5903,329357655.0,0.0003468847708765066
120412,2019-03-18,IN027E,INE258A01016,BEML,IN,INR,50204020.0,0.5220796,0.4597,145062428.0,0.00034640576356307745
121158,2019-03-18,CN883I,KYG9463P1081,WASION HOLDINGS,CN,HKD,50202025.0,1.0,0.4,220119907.0,0.0003454668510530243
119569,2019-03-18,TW1998,TW0001808004,RUN LONG CONSTRUCTION,TW,TWD,35101010.0,1.0,0.8869,486153125.0,0.00034539366280854843
120803,2019-03-18,KR705N,KR7011690005,YUYANG D&U,KR,KRW,15101010.0,1.0,0.8697,343258728.0,0.00034534250593121733
121285,2019-03-18,CN0SC3,CNE100001NP4,CHINA MACHINERY ENGR.'H',CN,CNY,50101015.0,1.0,0.75,369673101.0,0.0003432837813784344
119823,2019-03-18,TW13G9,TW0002351004,SDI,TW,TWD,10102010.0,1.0,0.9488,416041046.0,0.00034195846635874785
121713,2019-03-18,MX11TE,MX01LA050010,LA COMER UBC,MX,MXN,45201010.0,1.0,0.42,198991853.0,0.00034171356840424305
122044,2019-03-18,EV062,RU000A0DKXV5,MECHEL OAO,RU,RUB,55102010.0,1.0,0.5483,259481930.0,0.00034053180722318265
119689,2019-03-18,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,1.0,1.0,477014437.0,0.0003396127169150359
119547,2019-03-18,TW03KC,TW0002392008,Cheng Uei,TW,TWD,10102015.0,1.0,0.6867,441236377.0,0.00033952584993240703
