,Date,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight
175239,2023-12-18,TW9064,TW0003563003,MACHVISION,TW,TWD,10102020.0,1.0,0.7692,310781188.0,0.000262773491683314
177060,2023-12-18,TR505U,TRECUHE00018,AGESA HAYAT EMEKLILIK,TR,TRY,30301010.0,1.0,0.2,68013914.0,0.00026267720768232246
177380,2023-12-18,ID80GJ,ID1000121601,ERAJAYA SWASEMBADA,ID,IDR,40401030.0,1.0,0.4549,184097734.0,0.00026254352627244957
176905,2023-12-18,KW262Q,KW0EQ0608889,INTEGRATED HOLDING COMPANY,KW,KWD,50203000.0,1.0,0.5711,232982471.0,0.00026232282254710644
176982,2023-12-18,TR11N9,TREBION00012,BIOTREND CEVRE VE ENERJI,TR,TRY,65101010.0,1.0,0.455,146401642.0,0.00026196052323197087
174946,2023-12-18,IN10W2,INE224A01026,Greaves Cot,IN,INR,50204030.0,1.0,0.44,169906084.0,0.0002619377921955233
177005,2023-12-18,TR11TF,TREKREL00019,KAREL ELEKTRONIK,TR,TRY,15101010.0,1.0,0.3301,109398078.0,0.000261298656581399
177271,2023-12-18,TH50N2,TH0889010Y07,SPCG,TH,THB,65101010.0,0.4055875,0.5047,76573881.0,0.00026108302543916527
177316,2023-12-18,TH80I0,TH8646010000,SCG CERAMICSORD,TH,THB,50101035.0,1.0,0.1725,29977153.0,0.0002610551319498618
175761,2023-12-18,KR308M,KR7032500001,KMW,KR,KRW,15101010.0,1.0,0.6899,277832035.0,0.0002605767752438306
176587,2023-12-18,MY240Q,MYL3859OO005,MAGNUM BHD,MY,MYR,40501020.0,1.0,0.6987,237763417.0,0.0002599890379302811
175716,2023-12-18,KR1AN9,KR7357120005,KORAMCO LIFE INFRA REIT,KR,KRW,35102070.0,1.0,0.9096,319063726.0,0.0002598244695497188
175218,2023-12-18,TW18WU,TW0003003000,KS TERMINALS,TW,TWD,50202010.0,1.0,1.0,361022263.0,0.0002593465045311011
175740,2023-12-18,KR22XC,KR7394280002,OPENEDGES TECHNOLOGY,KR,KRW,10102010.0,1.0,0.7668,300613012.0,0.00025928014827840846
177229,2023-12-18,TH805N,TH8170010004,PRIMA MARINE,TH,THB,50206030.0,0.9266376,0.458,151582425.0,0.0002584350693148396
175532,2023-12-18,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,0.7363,244102163.0,0.0002581617270856549
177225,2023-12-18,TH606M,TH6927010004,TAOKAENOI FOOD & MKTG.,TH,THB,45102020.0,1.0,0.4215,157062301.0,0.0002573405207859768
175738,2023-12-18,KR80H0,KR7041190000,WOORI TECHNOLOGY INV.,KR,KRW,30202010.0,1.0,0.783,302668228.0,0.00025719479046746934
177425,2023-12-18,PH30BK,PHY1234G1032,CEBU AIR,PH,PHP,40501010.0,1.0,0.345,126582540.0,0.00025633401245584044
175257,2023-12-18,TW01QG,TW0001711000,Everlight Chem,TW,TWD,55201000.0,1.0,0.8028,278860238.0,0.0002556655624123128
176582,2023-12-18,MY60A0,MYL7100OO000,UCHI TECHS.,MY,MYR,10102015.0,1.0,0.7414,265256379.0,0.00025559979372680457
177002,2023-12-18,TR504T,TRAIPMAT92D2,IPEK MATBAACILIK SANVETC.,TR,TRY,60101010.0,1.0,0.3788,113921021.0,0.00025423783348224295
175773,2023-12-18,KR214I,KR7054450002,TELECHIPS,KR,KRW,10102010.0,1.0,0.773,266195216.0,0.00025394326380244323
176615,2023-12-18,MY90E7,MYL5286OO009,MI TECHNOVATION,MY,MYR,10102020.0,1.0,0.4417,151593375.0,0.0002534108257301644
175280,2023-12-18,TW07YU,TW0006197007,Jess Link,TW,TWD,10102030.0,1.0,0.7165,241172076.0,0.0002530148802515581
175243,2023-12-18,TW01KA,TW0001582005,Syncmold,TW,TWD,10102030.0,1.0,0.9296,305713264.0,0.00025245997698794103
175420,2023-12-18,PL10NY,PLCNTSL00014,COGNOR HOLDING,PL,PLN,55102015.0,1.0,0.2252,83101193.0,0.0002520982300654893
175227,2023-12-18,TW1P9O,TW0002636008,T3EX GLOBAL HOLDINGS,TW,TWD,50206030.0,1.0,0.7965,331670505.0,0.00025200437772027623
177021,2023-12-18,TR20I4,TREPSFK00023,PASIFIK GAYRIMENKUL YATIRIM,TR,TRY,30203000.0,1.0,0.3313,92179642.0,0.0002516896780068537
175254,2023-12-18,TW15YT,TW0001604007,Sampo Corp,TW,TWD,40202020.0,1.0,0.81,286331732.0,0.0002516714939910985
175236,2023-12-18,TW150V,TW0002402005,Ichia,TW,TWD,10102010.0,1.0,0.8765,313461797.0,0.00025164056059314685
176904,2023-12-18,KW20UC,KW0EQ0200786,AAYAN LSG& INV,KW,KWD,50206050.0,1.0,0.6404,235018793.0,0.0002514817849870751
175402,2023-12-18,EW060,PLARTPR00012,ARCTIC PAPER,PL,PLN,55101015.0,1.0,0.3187,126204306.0,0.0002513387751198937
175235,2023-12-18,TW062X,TW0003059002,Altek,TW,TWD,40203060.0,1.0,0.9472,313842688.0,0.0002503988413799339
175233,2023-12-18,TW17TQ,TW0001537009,Kung Long,TW,TWD,50202010.0,1.0,0.9285,318892778.0,0.00025005348938941015
175219,2023-12-18,TW126Y,TW0002010006,Chun Yuan Steel,TW,TWD,55102010.0,1.0,0.944,359391987.0,0.0002498189960872966
175386,2023-12-18,PL802K,PL11BTS00015,11 BIT STUDIOS,PL,PLN,40203040.0,1.0,0.8803,298406231.0,0.00024879501837579617
176978,2023-12-18,ET012,TREALBK00011,ALBARAKA TURK,TR,TRY,30101010.0,1.0,0.4661,159196105.0,0.0002477504005094819
175775,2023-12-18,KR1AZL,KR7064290000,INTEKPLUS,KR,KRW,10102010.0,1.0,0.8662,264218787.0,0.00024685950817558255
175691,2023-12-18,KR310F,KR7358570000,GI INNOVATION,KR,KRW,20103010.0,1.0,0.925,353022844.0,0.0002467625008730792
177238,2023-12-18,TH20X9,TH0285B10Z08,BANGKOK LAND,TH,THB,35101010.0,0.5043639,0.7562,134435083.0,0.00024651828850870736
175324,2023-12-18,TW015V,TW0001307007,San Fang Chem,TW,TWD,55201010.0,1.0,0.5034,171461717.0,0.00024606431075423576
175525,2023-12-18,ZA402F,ZAE000177218,ATTACQ ORD,ZA,ZAR,35102000.0,1.0,0.8603,304313674.0,0.00024460854391649594
177333,2023-12-18,410827,GRS395363005,HELLENIC EXCHANGES HLDG,GR,EUR,30202015.0,1.0,1.0,358331940.0,0.00024460807588678893
177235,2023-12-18,TH50M1,TH0833010Y05,SUPER ENERGY CORP,TH,THB,65101010.0,0.662798,0.6376,138704978.0,0.00024391733737691624
176593,2023-12-18,MY22K8,MYL5012OO009,TA ANN HOLDINGS,MY,MYR,45102010.0,1.0,0.6218,209191464.0,0.00024369998241044417
174596,2023-12-18,BR165E,BRAMBPACNOR6,AMBIPAR PARTP.E EME.ON,BR,BRL,65103035.0,1.0,0.3334,190854723.0,0.00024358948830645858
176535,2023-12-18,CL00MJ,CL0000001173,RIPLEY CORPORATION,CL,CLP,40401010.0,1.0,0.5717,209061696.0,0.00024328718578807675
177222,2023-12-18,TH907Q,TH8794010000,PRARAM 9 HOSPITAL,TH,THB,20101010.0,0.77951,0.6286,165135005.0,0.00024225520972818255
175265,2023-12-18,TW10XN,TW0001444008,Lealea Ent,TW,TWD,55201010.0,1.0,0.7934,263709508.0,0.00024200654434006544
177220,2023-12-18,TH30CP,TH6585010007,NORTH BANGKOK PWR.PLANT BLOCK,TH,THB,65101015.0,0.7875281,0.6222,169354872.0,0.0002409496565662556
174595,2023-12-18,BR20CG,BRVLIDACNOR5,VALID SOLUCOES,BR,BRL,50205030.0,1.0,0.6035,208264862.0,0.0002406335814861713
175320,2023-12-18,TW07IE,TW0005531008,Shining Bldg,TW,TWD,35101010.0,1.0,0.5224,177020668.0,0.0002398610051146493
175272,2023-12-18,TW7084,TW0001515005,REXON INDL.,TW,TWD,40202025.0,1.0,0.8211,253729564.0,0.0002398206352556242
176625,2023-12-18,MY23SH,MYL6599OO004,AEON CO.(M),MY,MYR,40401010.0,1.0,0.3936,135387102.0,0.00023848162273606125
177243,2023-12-18,TH20R3,TH0828A10Z03,KHON KAEN SUGAR,TH,THB,45102035.0,0.5996103,0.6671,127023883.0,0.00023778496745712258
177278,2023-12-18,TH22IW,TH0477010Y01,ROJANA INDUSTRIAL PARK,TH,THB,65101015.0,0.5883564,0.3401,66424647.0,0.0002375307897530895
176907,2023-12-18,KW21DW,KW0EQ0202048,NOOR FINANCIAL INV,KW,KWD,30202010.0,1.0,0.4972,175303460.0,0.00023733045651841365
175782,2023-12-18,KR1AK6,KR7323990002,VAXCELL BIO THERAPEUTICS,KR,KRW,20103010.0,1.0,0.7746,257961649.0,0.00023623916810871617
176951,2023-12-18,TR601R,TREKMBH00014,BERA HOLDING A,TR,TRY,50203000.0,1.0,0.9246,257815670.0,0.00023570199579530868
175004,2023-12-18,US3RYE,US38406L1035,GRACELL BIOTECHNOLOGIES ADR,CN,USD,20103010.0,1.0,0.3886,148674897.0,0.00023513701179244263
176952,2023-12-18,TR402Q,TREYGMI00012,YENI GIMAT GMYO,TR,TRY,35102045.0,1.0,0.8,255750160.0,0.00023328618596476068
176998,2023-12-18,595889,TRAISGEN91P9,IS FINANSAL KIRALAMA,TR,TRY,40201040.0,1.0,0.4002,117782026.0,0.0002330040956584685
175278,2023-12-18,TW142W,TW0004532007,Rechi,TW,TWD,50204000.0,1.0,0.7264,250165058.0,0.0002327900977136302
174593,2023-12-18,BR1115,BRANIMACNOR6,GAEC EDUCACAO ON,BR,BRL,40201010.0,1.0,0.637,227184068.0,0.00023178734385747812
174586,2023-12-18,BR804E,BRZAMPACNOR5,ZAMP,BR,BRL,40501040.0,1.0,0.906,320348537.0,0.00023167307295049688
175277,2023-12-18,TW20C3,TW0004164009,CHC HEALTHCARE,TW,TWD,20102010.0,1.0,0.7716,250091747.0,0.0002315620151886261
176640,2023-12-18,MY22PD,MYL5180TO003,CAPITALAND MALAYSIA TRUST,MY,MYR,35102045.0,1.0,0.3491,112825849.0,0.00023121246065349133
174923,2023-12-18,IN08IV,INE603A01013,PRAKASH INDUSTRIES,IN,INR,55102010.0,1.0,0.5576,212789782.0,0.00023082385853492692
176983,2023-12-18,TR701S,TREAIGY00017,AKYP GMYO,TR,TRY,35102000.0,1.0,0.4762,142340877.0,0.0002295787427045321
175261,2023-12-18,TW14TN,TW0001709004,Formosan Union,TW,TWD,55201000.0,1.0,0.8258,267424750.0,0.00022700426832021132
175275,2023-12-18,TW20KB,TW0001760007,PANION & BF BIOTECH.,TW,TWD,20103015.0,1.0,0.8152,251205858.0,0.00022700281297884355
177030,2023-12-18,401207,TRAAKGRT91O5,AKSIGORTA,TR,TRY,30302025.0,1.0,0.28,82789128.0,0.00022667691207831528
175533,2023-12-18,ZA701H,ZAE000171963,KAP LIMITED,ZA,ZAR,50203000.0,1.0,0.8087,241894381.0,0.0002264882774227715
175764,2023-12-18,KR11GT,KR7011930005,SHINSUNG E&G,KR,KRW,60102020.0,1.0,0.8389,272874208.0,0.000225943229156391
174942,2023-12-18,IN822H,INE883N01014,PARAG MILK FOODS,IN,INR,45102020.0,1.0,0.5013,176746233.0,0.0002247509903148861
175686,2023-12-18,KR62L4,KR7052020005,STCUBE,KR,KRW,10102015.0,1.0,1.0,360289917.0,0.00022456750612357432
177061,2023-12-18,TR11VH,TRENATU00026,NATUREL ENERJI,TR,TRY,60102020.0,1.0,0.2773,67863148.0,0.0002244766908157358
177043,2023-12-18,TR20F1,TRETEZL00021,EUROPAP TEZOL KAGI,TR,TRY,55101015.0,1.0,0.2873,76998889.0,0.00022443591394183653
176867,2023-12-18,HK11HK,BMG9908J1053,ZHUGUANG HOLDINGS GROUP,CN,HKD,35101010.0,1.0,0.2736,51224314.0,0.00022428160141655775
175778,2023-12-18,KR804N,KR7001820000,SAMWHA CAPACITOR,KR,KRW,50202010.0,1.0,0.8384,260650728.0,0.00022405890929487793
175293,2023-12-18,TW802Z,TW0004739008,COREMAX,TW,TWD,55201000.0,1.0,0.7531,223661914.0,0.00022397313603769438
177056,2023-12-18,TR209V,TREATTP00023,ATP YAZILIM VE TEKNOLOJI,TR,TRY,10101010.0,1.0,0.2165,69149220.0,0.0002235777460956827
175313,2023-12-18,TW00ZO,TW0001201002,Wei-Chuan Foods,TW,TWD,45102020.0,1.0,0.5983,184269347.0,0.0002235013955390044
175806,2023-12-18,KR51HY,KR7095700001,GENEXINE,KR,KRW,20103010.0,1.0,0.7905,231690246.0,0.00022299664533440572
175399,2023-12-18,PL008I,PLR220000018,Cyber Folks,PL,PLN,10101020.0,1.0,0.449,155490511.0,0.0002229798884660434
174592,2023-12-18,BR16Y7,BRCSEDACNOR9,CRUZEIRO DO SUL EDUCACIONAL ON,BR,BRL,40201010.0,1.0,0.6384,242046279.0,0.00022285990691720862
175259,2023-12-18,TW14IC,TW0006277007,Aten Intl,TW,TWD,10102030.0,1.0,0.8892,272189592.0,0.00022141849855798615
175269,2023-12-18,TW111S,TW0002534005,Hung Sheng Const,TW,TWD,35101010.0,1.0,0.8358,258317788.0,0.00022026543372999238
175270,2023-12-18,TW14A4,TW0006206006,Flytech Tech,TW,TWD,10102030.0,1.0,0.808,258135899.0,0.00021975315042107685
175305,2023-12-18,TW04C5,TW0002536000,Hung Poo,TW,TWD,35101010.0,1.0,0.6418,197209007.0,0.000219146824092676
176660,2023-12-18,MY228W,MYL5138OO002,HAP SENG PLTNS.HDG.,MY,MYR,45102010.0,1.0,0.305,90931479.0,0.00021904680402933763
175253,2023-12-18,TW9042,KYG0407M1033,APEX INTERNATIONAL,TW,TWD,10102015.0,1.0,0.9416,286824737.0,0.00021892632220841523
176853,2023-12-18,CN8BUC,KYG532241042,KWG GROUP HOLDINGS,CN,HKD,35101010.0,1.0,0.459,116750224.0,0.00021848480863717083
175248,2023-12-18,TW07EA,TW0005471007,Sonix Tech,TW,TWD,10102010.0,1.0,1.0,299267797.0,0.00021802095417734968
177393,2023-12-18,ID5055,ID1000132707,BLUEBIRD GROUP PT,ID,IDR,40501015.0,1.0,0.3699,106092488.0,0.0002180075213531341
175780,2023-12-18,KR913O,KR7228760005,GENOMICTREE,KR,KRW,20103010.0,1.0,0.8373,258656416.0,0.0002178059924727058
175302,2023-12-18,TW801Y,KYG8676P1037,TANVEX BIOPHARMA,TW,TWD,20103010.0,1.0,0.6665,206082578.0,0.00021721692368344047
177033,2023-12-18,TR20L7,TREESCR00029,ESCAR FILO KRLM. HZM. ANSI.,TR,TRY,40201040.0,1.0,0.2824,81318635.0,0.0002171242497528355
174991,2023-12-18,CN1RZQ,US44852D1081,HUYA ADR,CN,USD,10101020.0,1.0,1.0,305221676.0,0.0002163743074621762
175297,2023-12-18,TW502W,TW0003708004,SWANCOR HOLDING,TW,TWD,50203010.0,1.0,0.6878,216569860.0,0.0002163631516158636
177052,2023-12-18,TR20G2,TREERCY00027,ERCIYAS CELIK BORU SANAYI AS,TR,TRY,55102010.0,1.0,0.2116,70845240.0,0.00021602851495955235
176636,2023-12-18,MY143S,MYL8532OO003,PERTAMA DIGITAL,MY,MYR,10101020.0,1.0,0.4248,116196347.0,0.00021592542944156692
174584,2023-12-18,BR701A,BRCVCBACNOR1,CVC BRA.OPD.E ACDV. ON,BR,BRL,40501015.0,1.0,1.0,343458107.0,0.00021562394991659983
175765,2023-12-18,KR113G,KR7033640004,Nepes Corp,KR,KRW,10102010.0,1.0,0.8163,272774251.0,0.0002153793664944476
176830,2023-12-18,HK10JL,KYG857AW1047,SUN KING TECHNOLOGY GROUP,CN,HKD,10102015.0,1.0,0.7644,213803643.0,0.0002145020950087444
176995,2023-12-18,447757,TRAIZMDC91G6,IZMIR DEMIR CELIK,TR,TRY,55102010.0,1.0,0.4187,120168889.0,0.00021352253969096494
175528,2023-12-18,ZA20ZA,ZAE000170049,PPC,ZA,ZAR,50101030.0,1.0,0.8925,261968788.0,0.00021339045178852883
175271,2023-12-18,TW01RH,TW0001714004,Ho Tung Chemical,TW,TWD,55201000.0,1.0,0.849,254284178.0,0.00021328308540438754
177247,2023-12-18,TH00U4,TH0592010Z06,BEC World PCL,TH,THB,40301035.0,0.8897586,0.4599,119261252.0,0.00021282888061222087
177101,2023-12-18,TR10ZK,TREGDKM00012,GEDIK YATIRIM VE MENKUL DEGER.,TR,TRY,30202015.0,1.0,0.1513,39151455.0,0.000212662518350543
177394,2023-12-18,ID001W,ID1000111800,TIMAH,ID,IDR,55102000.0,1.0,0.35,102399795.0,0.0002123120193805722
175282,2023-12-18,TW1392,TW0002314002,MICROELS.TECH.,TW,TWD,15101010.0,1.0,0.8005,239766331.0,0.00021217831199616823
174934,2023-12-18,IN50CM,INE612J01015,REPCO HOME FINANCE,IN,INR,30201025.0,1.0,0.6287,190669204.0,0.0002112881404422764
177004,2023-12-18,ET007,TRAKARSN91H7,KARSAN OTOMOTIV,TR,TRY,40101020.0,1.0,0.4149,109611966.0,0.00021063108863264983
177009,2023-12-18,731405,TRAGSRAY91X9,GALATASARAY,TR,TRY,40501030.0,1.0,0.3999,105376638.0,0.00021058660477021418
175801,2023-12-18,KR91PA,KR7089010003,CHEMTRONICS,KR,KRW,10102015.0,1.0,0.8668,239167144.0,0.00021040981565860495
177100,2023-12-18,TR00ZJ,TRASMENS91H3,TURK PRYS.KABLO VE SIST.,TR,TRY,50202010.0,1.0,0.1625,39171840.0,0.0002099628213671622
175815,2023-12-18,KR07J1,KR7200710002,ADTECHNOLOGY,KR,KRW,10102010.0,1.0,0.8112,224167102.0,0.00020963934286323473
175326,2023-12-18,TW07TP,TW0006120009,Darwin Precisions Corp,TW,TWD,10102015.0,1.0,0.5895,168587239.0,0.00020887260970029522
175266,2023-12-18,TW18CA,TW0009924001,TAIWAN FU HSING,TW,TWD,50101035.0,1.0,0.8965,261504786.0,0.00020882619991280065
176845,2023-12-18,CN8E1M,KYG407691040,GREATVIEW ASEPTIC PACK.,CN,HKD,50203030.0,1.0,0.5628,166933790.0,0.00020866349944562
176841,2023-12-18,CN4CKZ,KYG8872R1011,3D MEDICINES,CN,HKD,20103015.0,1.0,0.6437,171624776.0,0.00020861720827121933
175283,2023-12-18,TW11XO,TW0002369006,LINGSEN PRECISION IND.,TW,TWD,10102020.0,1.0,0.8906,239006705.0,0.0002073448336774331
177204,2023-12-18,TH309M,THA996010007,BA AIRPORT LEASEHOLD REIT,TH,THB,35102070.0,1.0,0.75,214732034.0,0.0002072892488911428
176598,2023-12-18,MY21I5,MYL9059OO006,TSH RESOURCES,MY,MYR,45102010.0,1.0,0.7014,201313795.0,0.0002072224882280609
176657,2023-12-18,MY30M9,MYL5313OO001,RADIUM DEVELOPMENT,MY,MYR,35101010.0,1.0,0.3177,92715200.0,0.00020697053744961468
177228,2023-12-18,TH603J,TH0467A10Z09,KARMARTS,TH,THB,45201020.0,0.4947272,0.7681,154074032.0,0.00020690974430100575
175245,2023-12-18,TW043W,TW0002489002,Amtran,TW,TWD,40203010.0,1.0,1.0,301463823.0,0.0002065196439677268
175304,2023-12-18,TW11JA,TW0002832003,TFM Ins,TW,TWD,30302025.0,1.0,0.6854,200654148.0,0.00020625963529944373
175793,2023-12-18,KR22VA,KR7432320000,KB STAR REIT,KR,KRW,35102030.0,1.0,0.834,247416366.0,0.00020570190522650937
174951,2023-12-18,IN614G,INE836B01017,SATIN CREDITCARE NETWORK,IN,INR,30201020.0,1.0,0.4948,153991161.0,0.00020462281751324393
175267,2023-12-18,TW16B7,TW0001321008,Ocean Plas,TW,TWD,50203015.0,1.0,0.9453,261451797.0,0.00020434001038217487
177054,2023-12-18,TR12L8,TREPNTA00042,PENTA TEKNOLOJI,TR,TRY,10101010.0,1.0,0.2753,70349892.0,0.00020422630211916956
175410,2023-12-18,EW054,PLLWBGD00016,BOGDANKA,PL,PLN,60101040.0,1.0,0.3543,105102027.0,0.0002040985668211536
176848,2023-12-18,HK20Y1,KYG4815A1076,ALL.INTL.EDU.LEASING HOLDINGS,CN,HKD,30201020.0,1.0,0.5455,140797754.0,0.00020376720946064898
177234,2023-12-18,TH011C,TH0073A10Z05,SINGER THAILAND,TH,THB,40202020.0,0.9598433,0.5105,139280833.0,0.00020331859035231808
175284,2023-12-18,TW110R,TW0008039009,Taiflex Sci,TW,TWD,10102015.0,1.0,0.8221,238365776.0,0.00020309033920711854
175759,2023-12-18,KR08UD,KR7047920004,MEDIFORUM PHARMACEUTICAL,KR,KRW,20103015.0,1.0,0.8857,281097474.0,0.0002020654053081802
177258,2023-12-18,TH107I,TH8206010002,SERMSANG POWER CORPORATION,TH,THB,65101010.0,0.6735578,0.5079,99375652.0,0.00020188823678030535
175531,2023-12-18,ZA105F,ZAE000167391,TRANSACTION CAPITAL,ZA,ZAR,30201020.0,1.0,0.8362,245609618.0,0.00020047261320860958
175287,2023-12-18,TW12PH,TW0001310001,Twn Styrene Mono,TW,TWD,50203015.0,1.0,0.8663,233748950.0,0.0001999998383446578
174900,2023-12-18,IN819N,INE083A01026,MOREPEN LABORATORIES,IN,INR,20103015.0,1.0,0.9246,266809666.0,0.0001999963666915643
175803,2023-12-18,KR16AS,KR7005690003,PHARMICELL,KR,KRW,20103010.0,1.0,0.9104,236697700.0,0.00019968416686533301
175415,2023-12-18,PL301E,PLZEPAK00012,ZESPOL ELEKTROWNI PAK,PL,PLN,65101015.0,1.0,0.3404,92995512.0,0.00019934543136228706
177451,2023-12-18,EG20GC,EGS673T1C012,GB CORP,EG,EGP,40101025.0,1.0,0.4108,138539660.0,0.00019913408892530232
175281,2023-12-18,TW404X,TW0008114000,POSIFLEX TECHNOLOGIES,TW,TWD,10102030.0,1.0,0.8284,240078591.0,0.00019907394403681025
177262,2023-12-18,TH20P1,TH0815010002,POLYPLEX (THAILAND),TH,THB,50203015.0,1.0,0.3407,86300707.0,0.00019884298274341778
175276,2023-12-18,TW15RM,TW0003450003,Elite Advanced,TW,TWD,10102010.0,1.0,0.9406,250840832.0,0.0001988382813617725
