,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight
122045,2019-03-18,1330,EV043,RU000A0F5UN3,ENEL ROSSIYA,RU,RUB,65101015.0,1.0,139896694.0,0.00043110113708469503
120093,2019-03-18,1330,TR8080,TREMLPC00021,MLP SAGLIK HIZMETLERI,TR,TRY,20101010.0,1.0,212769889.0,0.00043086820962387533
120981,2019-03-18,1330,KR70AS,KR7090460007,BH,KR,KRW,10102015.0,1.0,398209344.0,0.00042977033529733
119813,2019-03-18,1330,TW11PG,TW0006202005,Holtek,TW,TWD,10102010.0,1.0,467471492.0,0.00042636203029315894
120245,2019-03-18,1330,IN07V7,INE800H01010,Omaxe,IN,INR,35101010.0,0.6411969,132427826.0,0.00042571400818952187
121233,2019-03-18,1330,HK1AKW,KYG4809C1015,INKE,CN,HKD,40203040.0,1.0,317566077.0,0.0004256701306117387
120083,2019-03-18,1330,B03MWQ,TRAOTKAR91H3,OTOKAR,TR,TRY,50206015.0,1.0,159049300.0,0.0004255463314051455
120170,2019-03-18,1330,TH50WB,TH4547010009,PTG ENERGY,TH,THB,60101000.0,0.8274232,263427310.0,0.0004253999561012074
119881,2019-03-18,1330,ID20RO,ID1000119100,SALIM IVOMAS PRATAMA,ID,IDR,45102020.0,1.0,107721786.0,0.0004251567335859565
121946,2019-03-18,1330,ZA113E,ZAE000191342,ALLIED ELECTRONICS A,ZA,ZAR,10101010.0,1.0,227312017.0,0.00042442715562617125
119595,2019-03-18,1330,TW602X,KYG7060F1019,PHARMALLY INTERNAT. HLDG.CO.,TW,TWD,20102015.0,1.0,490929681.0,0.00042400475469663013
121781,2019-03-18,1330,CN1RC3,US33829R1005,BIT MINING ADR 1:10,CN,USD,10101020.0,1.0,345654683.0,0.0004237909304683825
120098,2019-03-18,1330,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,1.0,144995088.0,0.00042354248768375433
121207,2019-03-18,1330,HK19MX,KYG794911092,SUNSHINE 100 CHINA HDG.,CN,HKD,35101010.0,1.0,135832913.0,0.00042315841331091477
119715,2019-03-18,1330,TW034W,TW0002355005,Chin Poon Ind,TW,TWD,10102015.0,1.0,492886649.0,0.00042291527252972296
120061,2019-03-18,1330,BR1519,BRABCBACNPR4,BANCO ABC BRASIL PN,BR,BRL,30101010.0,1.0,413605541.0,0.0004217344235759129
120301,2019-03-18,1330,IN10RX,INE939A01011,STRIDES PHARMA SCIENCE,IN,INR,20103015.0,0.4885535,239794993.0,0.00042097928884639904
119516,2019-03-18,1330,TW16FB,TW0005388003,SERCOMM,TW,TWD,15101010.0,1.0,435156813.0,0.00041551695728866245
121823,2019-03-18,1330,EG2062,EGS380S1C017,SIDI KERIR PETROCHEM.,EG,EGP,55201020.0,1.0,146582231.0,0.0004151167360181234
120051,2019-03-18,1330,BR13QW,BRVULCACNOR2,VULCABRAS AZALEIA ON,BR,BRL,40204025.0,1.0,224029743.0,0.00041457358809005636
119764,2019-03-18,1330,TW11A1,TW0001702009,Namchow Holdings,TW,TWD,45102020.0,1.0,276148478.0,0.00041320600081701546
119839,2019-03-18,1330,TW7084,TW0001515005,REXON INDL.,TW,TWD,40202025.0,1.0,421181802.0,0.0004114639160458211
120639,2019-03-18,1330,KR144K,KR7025540006,Korea Elec Term,KR,KRW,50202010.0,1.0,536795187.0,0.00041139891456596804
121094,2019-03-18,1330,HK12X1,KYG5438W1116,LEE'S PHARM.HDG.,CN,HKD,20103015.0,1.0,251594692.0,0.0004105979127920958
121930,2019-03-18,1330,ZA504I,ZAE000088431,ZEDER INVESTMENTS,ZA,ZAR,30202010.0,1.0,294844064.0,0.000410117437853793
121936,2019-03-18,1330,ZA601G,ZAE000031035,ADVTECH,ZA,ZAR,40201010.0,1.0,414445285.0,0.0004092635230141973
119541,2019-03-18,1330,TW1IKS,TW0003016002,EPISIL-PRECISION,TW,TWD,10102010.0,1.0,188534284.0,0.000408162116178025
121698,2019-03-18,1330,MX505T,MX01GI020004,GRUPO GICSA,MX,MXN,35101010.0,1.0,226491260.0,0.0004069803215119673
120162,2019-03-18,1330,TH50M1,TH0833010Y05,SUPER ENERGY CORP,TH,THB,60102010.0,0.803147,266460761.0,0.0004069680730118511
119822,2019-03-18,1330,TW12D5,TW0002108008,Nantex Industry,TW,TWD,55201010.0,1.0,425743175.0,0.00040691784661150065
119951,2019-03-18,1330,MY20TF,MYL7106OO007,SUPERMAX,MY,MYR,20102015.0,1.0,313786901.0,0.00040677456883897114
119873,2019-03-18,1330,ID102Y,ID1000108905,LIPPO KARAWACI,ID,IDR,35101010.0,1.0,189931869.0,0.0004066154432831297
119868,2019-03-18,1330,ID5088,ID1000127400,SRI REJEKI ISMAN,ID,IDR,40204020.0,1.0,198819655.0,0.00040655485326730024
121291,2019-03-18,1330,CN12Y0,CNE100000TW9,CHINA SUNTIEN GRN.EN.'H',CN,CNY,65102020.0,1.0,464883348.0,0.00040590302629520353
121980,2019-03-18,1330,HU801K,HU0000110226,OPUS GLOBAL,HU,HUF,10101020.0,1.0,166255805.0,0.0004054209141455415
119918,2019-03-18,1330,MY303Q,MYL3867OO008,MALAYSIAN PACIFIC INDS.,MY,MYR,10102010.0,1.0,222289767.0,0.0004040554588166886
121917,2019-03-18,1330,ZA217J,ZAE000009932,WLSN.BAYLY HOLMES-OVCON,ZA,ZAR,50101015.0,1.0,416512706.0,0.00040286857143702456
121968,2019-03-18,1330,ZA203E,ZAE000017745,DATATEC,ZA,ZAR,15101010.0,1.0,245577834.0,0.00040259604384938026
122012,2019-03-18,1330,PL401F,PLPKPCR00011,PKP CARGO,PL,PLN,50206020.0,1.0,335779654.0,0.0004022585978913989
119984,2019-03-18,1330,MY22G4,MYL5005OO003,UNISEM (M),MY,MYR,10102010.0,1.0,104213261.0,0.00040158609475818556
119962,2019-03-18,1330,MY509Y,MYL5243OO000,VELESTO ENERGY,MY,MYR,60101030.0,1.0,233618444.0,0.00040142447073959845
120903,2019-03-18,1330,KR116J,KR7096530001,Seegene,KR,KRW,20103010.0,1.0,432550278.0,0.00039948840550211966
120942,2019-03-18,1330,KR02BO,KR7003540002,DAISHIN SECUR,KR,KRW,30202015.0,1.0,473455117.0,0.00039824587370448954
119698,2019-03-18,1330,TW603Y,KYG1991F1081,CAYMAN ENGLEY INDUSTRIAL,TW,TWD,40101025.0,1.0,203233245.0,0.0003979612200653158
120053,2019-03-18,1330,BR15X5,BRAALRACNOR6,CENTRO DE IMAGEM DIAGNOSTICOS ON,BR,BRL,20102020.0,1.0,222077860.0,0.0003960949676827301
120281,2019-03-18,1330,IN60W7,INE477A01020,CANFIN HOMES,IN,INR,30201025.0,0.5199307,147888176.0,0.0003954788703428996
121971,2019-03-18,1330,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,426336065.0,0.00039516234840931123
119797,2019-03-18,1330,TW10TJ,TW0002905007,Mercuries Asst,TW,TWD,40401010.0,1.0,294728339.0,0.0003949538983092219
122042,2019-03-18,1330,EV063,RU000A0JNUD0,TERRITORIAL GNRT.CO.NO1,RU,RUB,65101015.0,1.0,98497659.0,0.0003946774787560084
119949,2019-03-18,1330,MY40C0,MYQ0078OO004,GD EXPRESS CARRIER,MY,MYR,50206040.0,1.0,135451073.0,0.0003942017442494971
119861,2019-03-18,1330,ID10PL,ID1000104201,SENTUL CITY,ID,IDR,35101010.0,1.0,133481787.0,0.0003931947581772332
119627,2019-03-18,1330,TW11KB,TW0008926007,TCC,TW,TWD,65101010.0,1.0,330552196.0,0.0003924595105915555
119907,2019-03-18,1330,MY802U,MYL8176OO009,ATA IMS,MY,MYR,50203015.0,1.0,126825712.0,0.00039231380205756954
120187,2019-03-18,1330,TH50Q5,TH1032010Z02,COL,TH,THB,10102035.0,0.449883,118163624.0,0.0003922345477729281
119531,2019-03-18,1330,TW10A0,TW0001718005,China Manmade,TW,TWD,55201020.0,1.0,421500562.0,0.00039196831491304077
119728,2019-03-18,1330,TW10E4,TW0006278005,Taiwan Surface,TW,TWD,10102030.0,1.0,477113038.0,0.0003919578288113992
119792,2019-03-18,1330,TW08FC,TW0008131004,FORMOSA ADVANCED TECHS.,TW,TWD,10102010.0,1.0,174151521.0,0.0003905624754954574
120760,2019-03-18,1330,KR01CO,KR7000990002,DB HITEK,KR,KRW,10102010.0,1.0,440996694.0,0.00039032792112010423
120503,2019-03-18,1330,IN30HP,INE599M01018,JUST DIAL LIMITED,IN,INR,10101020.0,0.9033932,329357655.0,0.0003893533388974252
120412,2019-03-18,1330,IN027E,INE258A01016,BEML,IN,INR,50204020.0,0.5220796,145062428.0,0.00038881568745666384
121158,2019-03-18,1330,CN883I,KYG9463P1081,WASION HOLDINGS,CN,HKD,50202025.0,1.0,220119907.0,0.00038776182533467433
119569,2019-03-18,1330,TW1998,TW0001808004,RUN LONG CONSTRUCTION,TW,TWD,35101010.0,1.0,486153125.0,0.0003876796767661952
120803,2019-03-18,1330,KR705N,KR7011690005,YUYANG D&U,KR,KRW,15101010.0,1.0,343258728.0,0.0003876222568311946
121285,2019-03-18,1330,CN0SC3,CNE100001NP4,CHINA MACHINERY ENGR.'H',CN,CNY,50101015.0,1.0,369673101.0,0.000385311485803482
119823,2019-03-18,1330,TW13G9,TW0002351004,SDI,TW,TWD,10102010.0,1.0,416041046.0,0.00038382391450797086
121713,2019-03-18,1330,MX11TE,MX01LA050010,LA COMER UBC,MX,MXN,45201010.0,1.0,198991853.0,0.000383549034074233
122044,2019-03-18,1330,EV062,RU000A0DKXV5,MECHEL OAO,RU,RUB,55102010.0,1.0,259481930.0,0.00038222259169262425
119689,2019-03-18,1330,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,1.0,477014437.0,0.0003811909785741786
119547,2019-03-18,1330,TW03KC,TW0002392008,Cheng Uei,TW,TWD,10102015.0,1.0,441236377.0,0.00038109347660071055
121283,2019-03-18,1330,CN08V2,CNE100000353,HISENSE HOME APPLIANCES GROUP 'H',CN,CNY,40202020.0,1.0,470129810.0,0.00037970244012240986
119895,2019-03-18,1330,ID112Z,ID1000100506,INTI AGRI RESOURCES,ID,IDR,45102010.0,1.0,363620441.0,0.0003794953149246785
120210,2019-03-18,1330,TH606M,TH6927010004,TAOKAENOI FOOD & MKTG.,TH,THB,45102020.0,1.0,165574532.0,0.0003793719179269794
120625,2019-03-18,1330,KR10LX,KR7091700005,Partron,KR,KRW,10102030.0,1.0,469841183.0,0.0003788585750028838
120213,2019-03-18,1330,TH805N,TH8170010004,PRIMA MARINE,TH,THB,50206030.0,1.0,127448836.0,0.0003783126425279013
119683,2019-03-18,1330,TW014U,TW0001304004,USI Corp,TW,TWD,50203015.0,1.0,358644692.0,0.00037759357618494623
119654,2019-03-18,1330,TW01J9,TW0001532000,China Metal,TW,TWD,55102010.0,1.0,361947716.0,0.0003770580889568438
121792,2019-03-18,1330,CN1RLC,US98585M1080,YINTECH INV.HDG.ADR 1:20,CN,USD,30202015.0,1.0,143608830.0,0.00037704754033286665
120320,2019-03-18,1330,IN702E,INE334L01012,UJJIVAN FINANCIAL SERVICES LTD,IN,INR,30201020.0,0.5510611,281647687.0,0.00037588620821907585
121825,2019-03-18,1330,EG00B5,EGS380P1C010,ALEXANDRIA MRL.OILS,EG,EGP,60101010.0,1.0,145364902.0,0.0003755484660685819
121847,2019-03-18,1330,764862,GRS470003013,PIRAEUS PORT AUTH.CR,GR,EUR,50206060.0,1.0,122259292.0,0.0003746731540327112
120473,2019-03-18,1330,IN20CJ,INE745G01035,MULTI CMOD.EX.OF INDIA,IN,INR,30202015.0,0.4001883,199827516.0,0.000373146098382829
120113,2019-03-18,1330,B03MNY,TRAANHYT91O3,ANADOLU HAYAT EMEKLILIK,TR,TRY,30301010.0,1.0,73522386.0,0.00037224873940807946
119575,2019-03-18,1330,TW04LE,TW0002607009,Evergreen Intl,TW,TWD,50206060.0,1.0,240151883.0,0.000372031434322444
121742,2019-03-18,1330,CN1O7V,US23703Q2030,DAQO NEW ENERGY ADR 1:5,CN,USD,55201020.0,1.0,397646171.0,0.0003719420546108218
119542,2019-03-18,1330,TW1820,TW0001215002,CHAROEN PKPH.ENTER.(TW.),TW,TWD,45102010.0,1.0,312034895.0,0.0003702525104563243
121046,2019-03-18,1330,CN24QV,CNE000000QM7,SHANDONG CHENMING PAPER B,CN,HKD,55101015.0,1.0,320135114.0,0.0003697559144211407
122005,2019-03-18,1330,EW054,PLLWBGD00016,BOGDANKA,PL,PLN,60101040.0,1.0,142415459.0,0.00036845630625220613
119744,2019-03-18,1330,TW8074,TW0009958009,CENTURY IOSTL.INDUSTRIAL,TW,TWD,55102010.0,1.0,338306029.0,0.0003683987036628536
119589,2019-03-18,1330,TW031T,TW0002349008,Ritek Corp,TW,TWD,50202040.0,1.0,506214400.0,0.00036809967029009354
121080,2019-03-18,1330,CN87KY,BMG6889V1072,PANDA GREEN ENERGY GP.,CN,HKD,65101010.0,1.0,338835589.0,0.0003666492401859774
120079,2019-03-18,1330,TR603T,TREPOHO00012,POLISAN HOLDING,TR,TRY,55201020.0,1.0,124921168.0,0.0003666165085512468
121832,2019-03-18,1330,EG20KG,EGS65571C019,MEDINET NASR HOUSING,EG,EGP,35101010.0,1.0,267780936.0,0.0003663083634701769
119650,2019-03-18,1330,TW1NAN,TW0004736004,TAIDOC TECHNOLOGY,TW,TWD,20102010.0,1.0,279089887.0,0.0003662227130487733
120208,2019-03-18,1330,TH20YA,TH0278A10Z08,DYNASTY CERAMIC,TH,THB,50101035.0,0.6281407,152873312.0,0.0003655041514092588
121840,2019-03-18,1330,GR701F,GRS518003009,IPTO HOLDING,GR,EUR,65101015.0,1.0,233738558.0,0.00036533347541044654
121831,2019-03-18,1330,EG20TP,EGS65591C017,HELIOPOLIS HOUSING,EG,EGP,35101010.0,1.0,128841064.0,0.00036500574948808467
119626,2019-03-18,1330,TW134X,TW0008016007,Sitronix,TW,TWD,10102010.0,1.0,547962087.0,0.0003644958716810629
121933,2019-03-18,1330,ZA801I,ZAE000028320,CASHBUILD,ZA,ZAR,40401025.0,1.0,361623483.0,0.00036445260962589683
121219,2019-03-18,1330,CN88WB,BMG4512G1261,HI SUN TECHNOLOGY CHINA,CN,HKD,10101010.0,1.0,308176636.0,0.0003626788835292783
121784,2019-03-18,1330,CN259F,CNE000000GG0,SHAI.BAOSIGHT SOFTWARE 'B',CN,USD,10101015.0,1.0,510681600.0,0.00036223321353451873
119963,2019-03-18,1330,MY70D4,MYL5283OO006,ECO WORLD INTERNATIONAL,MY,MYR,35101010.0,1.0,129619536.0,0.00036118234671930375
120340,2019-03-18,1330,IN092G,INE036A01016,Reliance,IN,INR,65101015.0,0.4625169,123676069.0,0.0003611642885193368
119613,2019-03-18,1330,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,1.0,279503768.0,0.0003611530042849208
120215,2019-03-18,1330,TH50ET,TH0588010Z04,DHIPAYA INSURANCE,TH,THB,30302025.0,0.4506128,106517692.0,0.0003601536356865621
120184,2019-03-18,1330,TH218L,TH0363010Z02,PRECIOUS SHIPPING,TH,THB,50206030.0,0.8782944,182192543.0,0.0003598363627182813
119891,2019-03-18,1330,ID20GD,ID1000108400,ALAM SUTERA REALTY,ID,IDR,35101010.0,1.0,230032380.0,0.00035952700228421785
119550,2019-03-18,1330,TW03LD,TW0002393006,Everlight Elec,TW,TWD,10102015.0,1.0,455665640.0,0.0003592749527412751
119838,2019-03-18,1330,TW154Z,TW0005434005,TOPCO SCIENT,TW,TWD,10102010.0,1.0,365658265.0,0.0003589544579801083
120095,2019-03-18,1330,403329,TRAANACM91F7,ANADOLU CAM,TR,TRY,50203030.0,1.0,98999929.0,0.0003587194652863753
120151,2019-03-18,1330,TH20P1,TH0815010002,POLYPLEX (THAILAND),TH,THB,55201020.0,1.0,150001066.0,0.0003586403851164504
121934,2019-03-18,1330,ZA20EP,ZAE000072328,GRINDROD,ZA,ZAR,50206060.0,1.0,205812597.0,0.00035777227544278725
120295,2019-03-18,1330,IN05Q0,INE069I01010,Indiabulls Real,IN,INR,35101010.0,1.0,415760016.0,0.0003573060989844788
120192,2019-03-18,1330,TH304H,TH0329C10Z05,U CITY PUBLIC CO,TH,THB,35101010.0,0.9169162,203147103.0,0.0003567883363233813
120220,2019-03-18,1330,IN06HS,INE614B01018,Karnataka Bank,IN,INR,30101010.0,0.49,259929485.0,0.0003565258652873197
121740,2019-03-18,1330,CN1RJA,US26853A1007,EHI CAR SERVICES CL.A SPN.ADR 1:2,CN,USD,40201040.0,1.0,311645084.0,0.00035598067965330867
121967,2019-03-18,1330,ZA210C,ZAE000073441,MURRAY & ROBERTS,ZA,ZAR,50202010.0,1.0,150862853.0,0.00035572723142972013
122026,2019-03-18,1330,PL101C,PLGPW0000017,WARSAW STOCK EXCHANGE,PL,PLN,30202015.0,1.0,287664142.0,0.00035490491172687804
120420,2019-03-18,1330,IN80CP,INE288B01029,DEEPAK NITRITE,IN,INR,55201015.0,0.3532009,129643509.0,0.0003542708719832757
119660,2019-03-18,1330,TW07TP,TW0006120009,Darwin Precisions Corp,TW,TWD,10102020.0,1.0,237303045.0,0.0003540586988660911
119987,2019-03-18,1330,MY20XJ,MYL5102OO008,GUAN CHONG,MY,MYR,45102020.0,1.0,180959225.0,0.00035298859831395257
121092,2019-03-18,1330,CN24NS,CNE000000ST8,LU THAI TEX.JOINT STK. 'B',CN,HKD,40204020.0,1.0,295802593.0,0.0003523551005930429
121102,2019-03-18,1330,CN8B7P,KYG9827V1068,XINGDA INTL.HOLDINGS,CN,HKD,55102015.0,1.0,287175550.0,0.0003520968994414088
119843,2019-03-18,1330,TW08GD,TW0008163007,Darfon,TW,TWD,15101010.0,1.0,310565477.0,0.00035141340657277384
119551,2019-03-18,1330,TW14JD,TW0001773000,SHINY CHEMICAL INDL.,TW,TWD,55201000.0,1.0,225813120.0,0.00035133606214016156
121033,2019-03-18,1330,CN8DM6,KYG204791043,CHAOWEI POWER HOLDINGS,CN,HKD,40101025.0,1.0,194118330.0,0.00035110142003282947
119573,2019-03-18,1330,TW142W,TW0004532007,Rechi,TW,TWD,50204000.0,1.0,300408102.0,0.00035085694573475356
119948,2019-03-18,1330,MY236V,MYL4324OO009,HENGYUAN REFINING,MY,MYR,60101020.0,1.0,225564332.0,0.0003506283171073761
120104,2019-03-18,1330,486998,TRATSKBW91N0,T.S.K.B.,TR,TRY,30101010.0,1.0,237888305.0,0.00035044989995499835
119745,2019-03-18,1330,TW08PM,TW0009930008,CHC RESOURCES,TW,TWD,50101030.0,1.0,137736789.0,0.00035043992231382066
121959,2019-03-18,1330,ZA405I,ZAE000191516,ALEXANDER FORBES EQ.HDG.,ZA,ZAR,30202010.0,1.0,222314022.0,0.0003495636686309141
120166,2019-03-18,1330,TH20HT,TH0699010003,SIAM FUTURE DEVELOPMENT,TH,THB,35101010.0,0.7833733,207435204.0,0.0003494988086567676
119954,2019-03-18,1330,MY232R,MYL3042OO008,PETRON MALAYSIA REFINING& MKTG,MY,MYR,60101020.0,1.0,117998443.0,0.0003493383801548071
121025,2019-03-18,1330,HK15IP,KYG4642G1038,HUAYI TENCENT ENTM.,CN,HKD,40501030.0,1.0,184847800.0,0.0003484945554023081
119675,2019-03-18,1330,TW703Z,KYG2346M1033,CONCRAFT HOLDING,TW,TWD,10102015.0,1.0,228680255.0,0.00034705820294463145
119908,2019-03-18,1330,MY50F4,MYL6963OO002,VS INDUSTRY,MY,MYR,50202025.0,1.0,371731478.0,0.0003458167669351923
119947,2019-03-18,1330,MY50C1,MYL5254OO007,BOUSTEAD PLANTATIONS,MY,MYR,45102010.0,1.0,188280639.0,0.0003436704753632163
119646,2019-03-18,1330,TW04F8,TW0002547007,RADIUM LIFE,TW,TWD,35101010.0,1.0,369668268.0,0.00034299802667843345
120063,2019-03-18,1330,BR11Z3,BRFESAACNPR5,FERBASA PN,BR,BRL,55102010.0,1.0,248076364.0,0.0003419023855462616
120345,2019-03-18,1330,IN10W2,INE224A01026,Greaves Cot,IN,INR,50204030.0,0.3242365,78484393.0,0.00034178198029143715
120102,2019-03-18,1330,B03MVQ,TREKOZA00014,KOZA DAVETIYE,TR,TRY,40201030.0,1.0,208882924.0,0.0003417412394691875
119746,2019-03-18,1330,TW60KF,TW0004438007,QUANG VIET ENTERPRISE,TW,TWD,40204020.0,1.0,294662608.0,0.0003416494067052399
119677,2019-03-18,1330,TW03XP,TW0002455003,Visual Photonics,TW,TWD,10102010.0,1.0,499774305.0,0.0003409361454420567
121211,2019-03-18,1330,HK1AFR,KYG7215M1006,PRECISION TSUGAMI (CHINA) CORPORATION,CN,HKD,50204050.0,1.0,133562647.0,0.0003405633901832667
121264,2019-03-18,1330,CN0PBZ,CNE100000239,BEIJING CAPITAL LAND 'H',CN,CNY,35101010.0,1.0,328411625.0,0.0003400171959275395
120411,2019-03-18,1330,IN0A2H,INE040H01021,Suzlon Energy,IN,INR,60102020.0,0.518793,270306377.0,0.00033942434138204455
120512,2019-03-18,1330,IN095J,INE614G01033,Reliance Power,IN,INR,65101015.0,0.9561753,108302028.0,0.0003369570856234005
121701,2019-03-18,1330,MX11PA,MX01HC000001,HOTELES CITY EXPRESS,MX,MXN,40501025.0,1.0,397831430.0,0.0003364352256020104
