,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight,SEDOL
33315,2023-12-18,2034,KY117R,KYG9T20A1060,Weimob Inc,CN,HKD,10101020.0,1.0,0.8112,854922464.0,0.0006094958253799514,BGHWHF4
33316,2023-12-18,2034,427764,TRADOHOL91Q8,DOGAN SIRKETLER GRUBU,TR,TRY,50203000.0,1.0,0.3587,365682175.0,0.0002607040620216535,B03MRG7
33317,2023-12-18,2034,BR05U1,BRSRNAACNOR4,SERENA ENERGIA,BR,BRL,65101010.0,1.0,0.2695,339915185.0,0.00024233412381213776,BRXJLC1
33318,2023-12-18,2034,B13C2G,TRESLEC00014,SELCUK ECZA DEPOSU TICARET,TR,TRY,20103015.0,1.0,0.1758,201183736.0,0.0001434289685787719,B13C2G9
33319,2023-12-18,2034,KW26E2,KW0EQB010944,WARBABANK,KW,KWD,30101010.0,1.0,0.5535,682042722.0,0.00048624548926319794,BDD2531
33320,2023-12-18,2034,HK10GI,HK0000065737,CHINA OVERSEAS GRAND OCEANS GR,CN,HKD,35101010.0,1.0,0.499,533117249.0,0.0003800727567541658,6803247
33321,2023-12-18,2034,IN0319,INE178A01016,CHENNAI PETROLEUM,IN,INR,60101020.0,1.0,0.3271,405981285.0,0.00028943431575320996,6121563
33322,2023-12-18,2034,ID01C8,ID1000124001,BFI FINANCE INDONESIA,ID,IDR,30201020.0,1.0,0.4678,533931084.0,0.00038065296028832877,B80NSQ6
33323,2023-12-18,2034,TW018Y,TW0001314003,China Petrochem,TW,TWD,55201000.0,1.0,1.0,1182557120.0,0.0008430748497834983,6206084
33324,2023-12-18,2034,KR51GX,KR7095340006,ISC,KR,KRW,10102020.0,1.0,0.485,706860372.0,0.0005039386190003302,B243QP5
33325,2023-12-18,2034,669377,KYG5427W1309,LEE & MAN PAPER MNFG.,CN,HKD,55101015.0,1.0,0.2837,373252188.0,0.00026610091555616535,6693772
33326,2023-12-18,2034,ZA20DO,ZAE000058517,SPAR GROUP,ZA,ZAR,45201010.0,1.0,0.7445,851589526.0,0.0006071196896684792,B038WK4
33327,2023-12-18,2034,IN81ZD,INE768C01010,ZYDUS WELLNESS,IN,INR,45102020.0,1.0,0.2012,246619667.0,0.00017582139179009076,6334327
33328,2023-12-18,2034,IN11BI,INE371A01025,GRAPHITE INDIA,IN,INR,50202010.0,1.0,0.3867,505779846.0,0.0003605832314383012,B1KMXR0
33329,2023-12-18,2034,KR19G1,KR7121600001,ADVANCED NANO PRODUCTS,KR,KRW,55201020.0,1.0,0.7995,953204866.0,0.0006795638330060958,B404429
33330,2023-12-18,2034,KR011D,KR7000150003,DOOSAN,KR,KRW,50204020.0,1.0,0.6874,802862390.0,0.00057238088325583,6661111
33331,2023-12-18,2034,KR321H,KR7003620002,KG MOBILITY,KR,KRW,40101020.0,1.0,0.3445,436384202.0,0.00031110932345411083,6276162
33332,2023-12-18,2034,BR20HL,BRRECVACNOR3,PETRORECONCAVO ON,BR,BRL,60101010.0,1.0,0.7474,933658580.0,0.0006656287918528404,BNC08V5
33333,2023-12-18,2034,KR632M,KR7214370009,CAREGEN,KR,KRW,20103010.0,1.0,0.364,447615242.0,0.00031911621563781564,BYSRH76
33334,2023-12-18,2034,KR03AO,KR7007310006,Ottogi,KR,KRW,45102020.0,1.0,0.6113,749731309.0,0.0005345023931809405,6658373
33335,2023-12-18,2034,IN20JQ,INE260D01016,OLECTRA GREENTECH,IN,INR,50202010.0,1.0,0.4998,639133745.0,0.0004556545954054547,6438597
33336,2023-12-18,2034,ZA211D,ZAE000006284,SAPPI,ZA,ZAR,55101015.0,1.0,0.7993,966348555.0,0.0006889343009876137,6777007
33337,2023-12-18,2034,IN0BIY,INE270A01029,ALOK INDUSTRIES,IN,INR,55101020.0,1.0,0.25,337597867.0,0.00024068204925970464,BKV0R07
33338,2023-12-18,2034,ID00TO,ID1000113707,BANK TABUNGAN NEGARA,ID,IDR,30101010.0,1.0,0.3939,434327126.0,0.00030964278199885055,B548673
33339,2023-12-18,2034,KR109L,KR7005850003,SL,KR,KRW,40101025.0,1.0,0.4014,486473710.0,0.0003468193992877664,6529792
33340,2023-12-18,2034,TR101M,TRETRGY00018,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,1.0,0.1514,168808305.0,0.00012034770580898619,B4WW142
33341,2023-12-18,2034,BR16W5,BRARMLACNOR1,ARMAC LOCACAO COM NPV,BR,BRL,50206050.0,1.0,0.4977,595400238.0,0.0004244758732778245,BN94NV5
33342,2023-12-18,2034,MY20VH,MYL1818OO003,BURSA MALAYSIA,MY,MYR,30202015.0,1.0,0.6854,811626356.0,0.0005786289360509098,B06FV38
33343,2023-12-18,2034,MY22G4,MYL5005OO003,UNISEM (M),MY,MYR,10102010.0,1.0,0.2875,331963293.0,0.00023666501908982667,B05MGY6
33344,2023-12-18,2034,MY00P9,MYL3794OO004,MALAYAN CEMENT,MY,MYR,50101030.0,1.0,0.1593,192974934.0,0.00013757670622627558,6556518
33345,2023-12-18,2034,TW0380,TW0002363009,SILICON INTEGRATED SYS.,TW,TWD,10102010.0,1.0,0.8098,895937558.0,0.0006387365221954304,6039020
33346,2023-12-18,2034,SA20OS,SA0007879196,NATIONAL GAS & INDZT,SA,SAR,65102020.0,0.4614808,0.9333,571721694.0,0.0004075948409891754,B134V24
33347,2023-12-18,2034,PL10DO,PLJSW0000015,JSW,PL,PLN,60101040.0,1.0,0.4483,576737515.0,0.000411170746511706,B6R2S06
33348,2023-12-18,2034,CN2D5J,KYG5215A1004,KANGJI MEDICAL HOLDINGS,CN,HKD,20102015.0,1.0,0.2963,320951956.0,0.00022881475872592097,BMY5QH3
33349,2023-12-18,2034,BR16Z8,BRONCOACNOR6,OCOCLI.DO BRA.SERI. MEDICOS ON,BR,BRL,20101010.0,1.0,0.5482,691098539.0,0.0004927016100101957,BMW5LZ8
33350,2023-12-18,2034,IN50PZ,INE101D01020,GRANULES INDIA,IN,INR,20103015.0,1.0,0.6522,764758869.0,0.0005452159203969556,BWCGVX9
33351,2023-12-18,2034,IN40DM,INE786A01032,J K LAKSHMI CEMENT,IN,INR,50101030.0,1.0,0.5572,693105820.0,0.0004941326513518167,B12G4M2
33352,2023-12-18,2034,TW1ASS,KYG9721M1033,WISDOM MARINE LINES,TW,TWD,50206030.0,1.0,0.6042,739110983.0,0.0005269308944383666,B429W95
33353,2023-12-18,2034,IN13HQ,INE450U01017,ROUTE MOBILE,IN,INR,10101010.0,1.0,0.5074,613207415.0,0.0004371710596839942,BMC43M6
33354,2023-12-18,2034,KR02GT,KR7004000006,LOTTE FINE CHEMICAL,KR,KRW,55201000.0,1.0,0.5646,662466688.0,0.00047228924000911824,6496432
33355,2023-12-18,2034,IN80YB,INE850D01014,GODREJ AGROVET LTD,IN,INR,45102010.0,1.0,0.2697,350719360.0,0.00025003669315201,BYWKX73
33356,2023-12-18,2034,IN30FN,INE148I01020,INDIABULLS HOUSING FIN,IN,INR,30201025.0,1.0,0.9155,1225156493.0,0.0008734450191270699,B98CG57
33357,2023-12-18,2034,TW06WR,TW0003596003,Arcadyan Tech,TW,TWD,15101010.0,1.0,0.8126,1009665912.0,0.0007198163392656406,B28SKW1
33358,2023-12-18,2034,SA20NR,SA0007879188,SAUDI PHARMINDS& MLP,SA,SAR,20103015.0,0.5399321,0.7951,508070873.0,0.00036221656247255595,B133NZ8
33359,2023-12-18,2034,MX201M,MXP369181377,EL PUERTO DE LIVERPOOL,MX,MXN,40401010.0,1.0,1.0,1264028193.0,0.0009011576362041453,2306814
33360,2023-12-18,2034,TW011R,TW0001227007,Standard Foods,TW,TWD,45102020.0,1.0,0.5266,598094861.0,0.0004263969380978885,6853554
33361,2023-12-18,2034,TH223H,TH0121010001,KIATNAKIN PHATRA BANK,TH,THB,30101010.0,0.44,1.0,532282254.0,0.0003794774677213663,6491084
33362,2023-12-18,2034,BR801B,BRAZULACNPR4,AZUL PN,BR,BRL,40501010.0,1.0,0.9196,994783892.0,0.0007092065711928941,BD97PR4
33363,2023-12-18,2034,KR1A6S,KR7375500006,DL E&C,KR,KRW,50101010.0,1.0,0.7687,846007274.0,0.0006031399611743887,BNGJH11
33364,2023-12-18,2034,KR01LX,KR7001440007,TAIHAN ELECTRIC WIRE,KR,KRW,50202010.0,1.0,0.6003,549355716.0,0.00039164957016571525,6512479
33365,2023-12-18,2034,CL00QN,CLP3697S1034,Embotelladora Andina SA,CL,CLP,45101020.0,1.0,0.8687,1000243985.0,0.0007130992094493691,2311454
33366,2023-12-18,2034,430007,TRAECILC91E0,ECZACIBASI ILAC SINAI,TR,TRY,20103015.0,1.0,0.1876,188018276.0,0.00013404297950127966,B03MRP6
33367,2023-12-18,2034,TW03WO,TW0002451002,Transcend Info,TW,TWD,10102010.0,1.0,0.5312,585421186.0,0.0004173615549725221,6350497
33368,2023-12-18,2034,IN0229,INE119A01028,Balrampur Chi,IN,INR,45102035.0,1.0,0.7134,696238678.0,0.0004963661449759919,B06KS32
33369,2023-12-18,2034,EW052,PLENEA000013,ENEA,PL,PLN,65101015.0,1.0,0.4771,571095741.0,0.00040714858327991013,B3F97B2
33370,2023-12-18,2034,404164,TRAANSGR91O1,ANADOLU SIGORTA,TR,TRY,30302025.0,1.0,0.3569,341746936.0,0.00024364002538175138,B03MNW5
33371,2023-12-18,2034,MY244U,MYL2488OO004,ALLIANCE BANK MALAYSIA BERHAD,MY,MYR,30101010.0,0.6753779,0.6062,456391392.0,0.00032537295471434115,6556938
33372,2023-12-18,2034,IN60NY,INE050A01025,BOMBAY BURMAH TRADING,IN,INR,40101025.0,1.0,0.3348,378457786.0,0.0002698121178969734,B7F8TD3
33373,2023-12-18,2034,PH402C,PHY7318T1017,ROBINSONS RETAIL HDG.,PH,PHP,45201010.0,1.0,0.3255,361472751.0,0.0002577030572951545,BFTCYP4
33374,2023-12-18,2034,IN03S0,INE126A01031,EID Parry,IN,INR,45102035.0,1.0,0.5927,706004586.0,0.0005033285075383174,B083S06
33375,2023-12-18,2034,CN4CU9,KYG5264S1012,KINGSOFT CLOUD HOLDINGS,CN,HKD,10101010.0,1.0,0.5035,501359643.0,0.00035743195703708024,BMD4D03
33376,2023-12-18,2034,419707,TRACIMSA91F9,CIMSA,TR,TRY,50101030.0,1.0,0.3648,350189515.0,0.0002496589532642458,B03MQV5
33377,2023-12-18,2034,B1ZBHG,GRS495003006,AEGEAN AIRLINES,GR,EUR,40501010.0,1.0,0.3799,415763082.0,0.00029640800598509297,B1ZBHG9
33378,2023-12-18,2034,TW08QN,TW0009933002,CTCI Corp,TW,TWD,50101015.0,1.0,0.8029,876287853.0,0.0006247277510240514,6239187
33379,2023-12-18,2034,MY22OC,MYL5176TO001,SUNWAY RLST.INV.TRUST,MY,MYR,35102045.0,1.0,0.3666,414588918.0,0.0002955709148026212,B62QFR9
33380,2023-12-18,2034,HK90BL,KYG183221004,CANVEST ENV.PROTC.GROUP,CN,HKD,65101015.0,1.0,0.201,235867479.0,0.0001681558852960417,BTLWVY8
33381,2023-12-18,2034,TW082Z,TW0006271000,THEIL,TW,TWD,10102010.0,1.0,1.0,1038560558.0,0.0007404160624620959,B1L8PB5
33382,2023-12-18,2034,KW23QB,KW0EQ0500979,BOUBYAN PETROCHEM,KW,KWD,55201020.0,1.0,0.7315,763105073.0,0.0005440368874431203,6000208
33383,2023-12-18,2034,KR21N1,KR7002710002,TCC STEEL,KR,KRW,55102015.0,1.0,0.6788,788659261.0,0.0005622551137301002,6276377
33384,2023-12-18,2034,IN19ET,INE177H01021,GODAWARI POWER & ISPAT,IN,INR,55102010.0,1.0,0.3674,426576307.0,0.00030411702729862594,BPBM1J5
33385,2023-12-18,2034,KR02N0,KR7004800009,HYOSUNG,KR,KRW,50203000.0,1.0,0.4186,453484214.0,0.0003233003540642822,6896838
33386,2023-12-18,2034,BR00QS,BRUSIMACNOR3,USINAS SIDERURGICAS DE MINA ON,BR,BRL,55102010.0,1.0,0.2151,257481320.0,0.0001835649386484239,2193696
33387,2023-12-18,2034,TW01TJ,TW0001717007,Eternal,TW,TWD,55201000.0,1.0,0.8367,913367392.0,0.0006511626912428091,6318514
33388,2023-12-18,2034,KR18AU,KR7005420005,COSMO CHEMICAL,KR,KRW,55201000.0,1.0,0.7232,787919701.0,0.0005617278627200975,B00LSN1
33389,2023-12-18,2034,TW14JD,TW0001773000,SHINY CHEMICAL INDL.,TW,TWD,55201000.0,1.0,0.5695,614047685.0,0.0004377701093975739,B2NWD18
33390,2023-12-18,2034,KR02S5,KR7139130009,DGB FINANCIAL GROUP,KR,KRW,30101010.0,1.0,0.9394,1012905254.0,0.0007221257480238808,B68N347
33391,2023-12-18,2034,TW30H9,TW0008478009,ALEXANDER MARINE,TW,TWD,40203055.0,1.0,0.2702,299623372.0,0.00021360907229625004,BYY9839
33392,2023-12-18,2034,KR13YD,KR7067310003,HANA MICRON,KR,KRW,10102010.0,1.0,0.7666,845275371.0,0.0006026181690331506,B0M2M63
33393,2023-12-18,2034,TW134X,TW0008016007,Sitronix,TW,TWD,10102010.0,1.0,1.0,1109197214.0,0.0007907747192569648,6718772
33394,2023-12-18,2034,MY215S,MYL5258OO008,BANK ISLAM,MY,MYR,30101010.0,1.0,0.2314,251393313.0,0.00017922464463623623,6100379
33395,2023-12-18,2034,TW40B4,TW0006414006,ENNOCONN,TW,TWD,10102030.0,1.0,0.7327,778737907.0,0.0005551819297868173,B94NS14
33396,2023-12-18,2034,TW03TL,TW0003714002,ENNOSTAR,TW,TWD,10102010.0,1.0,0.876,943154486.0,0.0006723986631673932,BK80TL5
33397,2023-12-18,2034,TR30CZ,TREAHLA00019,AHLATCI DOGAL GAZ DAGITIM ENERJI,TR,TRY,65102020.0,1.0,0.2536,262983758.0,0.0001874877657253037,BQS6LJ7
33398,2023-12-18,2034,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,1.0,1.0,1140054867.0,0.0008127739197417974,6335212
33399,2023-12-18,2034,TH12P2,TH0921010003,JASMINE TECHNOLOGY SOLUTION,TH,THB,15102015.0,1.0,0.2915,383944551.0,0.00027372377129615327,B1DRJZ2
33400,2023-12-18,2034,ID80HK,ID1000122302,SMARTFREN TELECOM,ID,IDR,15102015.0,1.0,0.4518,487906084.0,0.0003478405749032697,B7LLC71
33401,2023-12-18,2034,CN91QZ,KYG226921008,COFCO JOYCOME FOODS,CN,HKD,45102020.0,1.0,0.597,624570938.0,0.0004452724023457646,BYNJJY8
33402,2023-12-18,2034,BR045B,BRMRVEACNOR2,MRV ENGENHARIA,BR,BRL,40202010.0,1.0,0.6265,777271507.0,0.0005541364961762003,B235JN1
33403,2023-12-18,2034,KW260O,KW0EQ0607022,BOURSA KUWAIT SECURITIES COMPA,KW,KWD,30202015.0,1.0,0.4972,556888884.0,0.00039702015596878735,BL5GYK7
33404,2023-12-18,2034,TW03SK,TW0002441003,Greatek Eltrs,TW,TWD,10102010.0,1.0,0.5709,653626772.0,0.0004659870405400569,6293989
33405,2023-12-18,2034,IN203A,INE548A01028,HFCL,IN,INR,15101010.0,1.0,0.6405,860912261.0,0.0006137661030017281,6208411
33406,2023-12-18,2034,BR70AJ,BRTAEEACNPR6,TSMS.ALIANCA ENELA. PN,BR,BRL,65101015.0,1.0,1.0,1112945752.0,0.0007934471467091438,B1GB4Z6
33407,2023-12-18,2034,TW1987,TW0004961008,FITIPOWER INTEGRATED TECH.,TW,TWD,10102010.0,1.0,0.8186,822889248.0,0.0005866585363301993,B61YST7
33408,2023-12-18,2034,KR04CR,KR7018670000,SK Gas,KR,KRW,65102020.0,1.0,0.2782,303829641.0,0.0002166078277435336,6036021
33409,2023-12-18,2034,CN1OSG,CNE1000048G6,REMEGEN 'H',CN,HKD,20103010.0,1.0,0.8774,763850874.0,0.0005445685878197105,BMC6XV1
33410,2023-12-18,2034,SA23Z6,SA15J1S23H17,RETAL URBAN DEVELOPMENT,SA,SAR,35101010.0,1.0,0.3437,372867362.0,0.00026582656337760605,BMF4WT3
33411,2023-12-18,2034,TW05JD,TW0002903002,Far East Dept,TW,TWD,40401010.0,1.0,0.618,711971318.0,0.000507582341538825,6331373
33412,2023-12-18,2034,MY22XL,MYL1171OO007,MALAYSIA BUILDING SOC.,MY,MYR,30101010.0,1.0,0.2977,367637091.0,0.0002620977710317006,6556789
33413,2023-12-18,2034,412162,TRABTCIM91F5,BATICIM BATI ADCT.SYI.,TR,TRY,50101030.0,1.0,0.4686,384603811.0,0.0002741937744072658,B03MPQ3
33414,2023-12-18,2034,KR10GS,KR7108320003,LX SEMICON,KR,KRW,10102010.0,1.0,0.6696,723618299.0,0.0005158857685707525,B53YZC0
33415,2023-12-18,2034,IN07MY,INE870H01013,Network 18 Media,IN,INR,40301035.0,1.0,0.2874,312373126.0,0.00022269869406295721,B1JRSG0
33416,2023-12-18,2034,HK90T3,KYG609201085,MIDEA REAL ESTATE HOLDING,CN,HKD,35101010.0,1.0,0.1887,190745024.0,0.00013598694704552603,BF55Q06
33417,2023-12-18,2034,TW07SO,TW0006116007,Hannstar Dis,TW,TWD,10102015.0,1.0,0.7417,776843803.0,0.0005538315751880692,6381828
